표제어	품사	세종태그	어깨번호	뜻풀이	지역
단초매	[명사][방언]	NNG	00_00_00	단치마	4
단치	[명사][방언]	NNG	00_00_00	단추	4, 15, 16
단치매	[명사][방언]	NNG	00_00_00	단치마	4
단펜	[명사][방언]	NNG	00_00_00	단편	4
단풍낭고	[명사][방언]	NNG	00_00_00	단풍나무	4, 7
닫어글다	[동사][방언]	VV	00_00_00	닫아걸다	4
달갓	[명사][방언]	NNG	00_00_00	달무리	4, 10
달개다	[동사][방언]	VV	00_00_00	달래다	4, 15, 16
달개들다	[동사][방언]	VV	00_00_00	달려들다	4, 8, 14, 15
달개랄	[명사][방언]	NNG	00_00_00	달걀	4, 7
달개알	[명사][방언]	NNG	00_00_00	달걀	4, 5
달개우리	[명사][방언]	NNG	00_00_00	닭장	4
달갤	[명사][방언]	NNG	00_00_00	달걀	4, 5, 13, 14, 15, 16
달갱이	[명사][방언]	NNG	01_00_00	달걀	4
달거고집	[명사][방언]	NNG	00_00_00	닭고집	4
달거고집패기	[명사][방언]	NNG	00_00_00	닭고집	4
달거둥지리	[명사][방언]	NNG	00_00_00	닭둥우리	4
달거똥	[명사][방언]	NNG	00_00_00	닭의똥	4
달거상다리	[명사][방언]	NNG	00_00_00	닭의장풀	4
달거우리	[명사][방언]	NNG	00_00_00	닭둥우리	4
달거장	[명사][방언]	NNG	00_00_00	닭의장	4
달거홰	[명사][방언]	NNG	00_00_00	닭의홰	4
달게가다	[동사][방언]	VV	00_00_00	달려가다	4
달게들다	[동사][방언]	VV	00_00_00	달려들다	4
달게붙다	[동사][방언]	VV	00_00_00	달라붙다	4
달게이	[명사][방언]	NNG	00_00_00	달걀	4
달게이노란자	[명사][방언]	NNG	00_00_00	달걀노른자	4
달게이노란자구	[명사][방언]	NNG	00_00_00	달걀노른자	4
달게이노란자우	[명사][방언]	NNG	00_00_00	달걀노른자	4
달게이노른자	[명사][방언]	NNG	00_00_00	달걀노른자	4
달게이노른자구	[명사][방언]	NNG	00_00_00	달걀노른자	4
달게이노른자우	[명사][방언]	NNG	00_00_00	달걀노른자	4
달게이버섶	[명사][방언]	NNG	00_00_00	달걀버섯	4
달게이흰자구	[명사][방언]	NNG	00_00_00	달걀흰자	4
달게이흰자우	[명사][방언]	NNG	00_00_00	달걀흰자	4
달게집	[명사][방언]	NNG	00_00_00	닭의장	4
달겡이	[명사][방언]	NNG	01_00_00	달걀	4
달겡이고기	[명사][방언]	NNG	00_00_00	횟대	4
달구둥지리	[명사][방언]	NNG	00_00_00	닭둥우리	4, 7
달구라지	[명사][방언]	NNG	00_00_00	다리	4
달구리	[명사][방언]	NNG	03_00_00	다리	4, 7
달구리뻬	[명사][방언]	NNG	00_00_00	다리뼈	4
달구리통	[명사][방언]	NNG	00_00_00	다리통	4
달구몽뎅이	[명사][방언]	NNG	00_00_00	다리몽둥이	4
달구몽디이	[명사][방언]	NNG	00_00_00	다리몽둥이	4
달구몽제이	[명사][방언]	NNG	00_00_00	다리몽둥이	4
달구박질	[명사][방언]	NNG	00_00_00	달음박질	4
달구빠리	[명사][방언]	NNG	00_00_00	다리	4
달구뻬	[명사][방언]	NNG	00_00_00	다리뼈	4
달구뼁이	[명사][방언]	NNG	00_00_00	다리	4
달구새끼	[명사][방언]	NNG	02_00_00	병아리	4
달구우리	[명사][방언]	NNG	01_00_00	닭의어리	4, 5, 6, 7, 8, 9, 10, 11, 12
달귀다	[동사][방언]	VV	00_00_00	달래다	4
달그둥지리	[명사][방언]	NNG	00_00_00	닭둥우리	4
달그똥	[명사][방언]	NNG	00_00_00	닭똥	4, 7
달그장	[명사][방언]	NNG	00_00_00	닭의장	4
달기알	[명사][방언]	NNG	00_00_00	달걀	4, 5, 7, 11, 12, 13, 14, 15, 17, 18, 19, 20
달기어리	[명사][방언]	NNG	00_00_00	닭의어리	4
달기우리	[명사][방언]	NNG	00_00_02	닭장	4
달꽃	[명사][방언]	NNG	00_00_00	달무리	4, 6, 8
달뉘	[명사][방언]	NNG	01_00_00	달래	4
달다랗다	[형용사][방언]	VA	00_00_00	달곰하다	4
달다하다	[형용사][방언]	VA	00_00_00	달곰하다	4
달데이	[명사][방언]	NNG	00_00_00	달덩이	4
달등거리	[명사][방언]	NNG	00_00_00	달덩이	4
달래	[명사][방언]	NNG	02_00_00	다래	4, 6
달렁거리다	[동사][방언]	VV	00_00_00	달랑거리다	4
달레가다	[동사][방언]	VV	00_00_00	달려가다	4
달레오다	[동사][방언]	VV	00_00_00	달려오다	4
달레이	[명사][방언]	NNG	00_00_00	달래	4, 6, 7, 8, 9, 11, 12, 20
달롱	[명사][방언]	NNG	02_00_00	달래	4
달롱갱이	[명사][방언]	NNG	00_00_00	달래	4, 7
달루	[명사][방언]	NNG	00_00_00	달래	4
달루이	[명사][방언]	NNG	00_00_00	달래	4
달루지	[명사][방언]	NNG	00_00_00	달래장아찌	4
달룩	[명사][방언]	NNG	00_00_00	달래	4
달룽	[명사][방언]	NNG	00_00_00	달래	4, 12
달룽갱이	[명사][방언]	NNG	00_00_00	달래	4
달룽궁이	[명사][방언]	NNG	00_00_00	달래	4, 7
달릉갱이	[명사][방언]	NNG	00_00_00	달래	4, 7
달무래	[명사][방언]	NNG	00_00_00	달무리	4, 6
달물	[명사][방언]	NNG	02_00_00	달무리	4, 7, 11, 12
달부	[부사][방언]	MAG	00_00_00	전혀	4
달부어엽다	[형용사][방언]	VA	00_00_00	엄청나다	4
달지그네하다	[형용사][방언]	VA	00_00_00	달짝지근하다	4
달지근하다	[형용사][방언]	VA	00_00_00	달짝지근하다	4
