표제어	품사	세종태그	어깨번호	뜻풀이	지역
바지게작당구	[명사][방언]	NNG	00_00_00	바지랑대	6
바지기	[명사][방언]	NNG	00_00_00	발채	6
바지기작대기	[명사][방언]	NNG	00_00_00	지겟작대기	6
바지때	[명사][방언]	NNG	00_00_00	바지랑대	6
바지작대기	[명사][방언]	NNG	00_00_00	바지랑대	6
바지작대이	[명사][방언]	NNG	00_00_00	바지랑대	6
바지줌치	[명사][방언]	NNG	00_00_00	바지춤	6
바짓가래이	[명사][방언]	NNG	00_00_00	바짓가랑이	6
바쿠	[명사][방언]	NNG	01_00_00	바퀴	4, 5, 6, 8, 11, 12, 17
바키	[명사][방언]	NNG	00_00_00	바퀴	4, 6, 7, 11, 15, 16, 17, 18
바트다	[동사][방언]	VV	01_00_00	뱉다	6, 10
박바가치	[명사][방언]	NNG	00_00_00	바가지	6
박상강내이	[명사][방언]	NNG	00_00_00	강냉이	6
박속겉다	[형용사][방언]	VA	00_00_00	박속같다	6
박속겉이	[부사][방언]	MAG	00_00_00	박속같이	6
박우거리	[명사][방언]	NNG	00_00_00	박고지	6
박우구리	[명사][방언]	NNG	00_00_00	박고지	6
박음이불	[명사][방언]	NNG	00_00_00	누비이불	6
박재기	[명사][방언]	NNG	02_00_00	바가지	6, 7
박주개	[명사][방언]	NNG	00_00_00	소꿉장난	6
박주개미	[명사][방언]	NNG	00_00_00	소꿉장난	6
박쥐이	[명사][방언]	NNG	00_00_00	박쥐	6, 7, 20
박지기	[명사][방언]	NNG	00_00_00	바가지	6, 7
박치이	[명사][방언]	NNG	00_00_00	박치기	6
반겍	[명사][방언]	NNG	00_00_00	반격	6
반겡일	[명사][방언]	NNG	00_00_00	반공일	6
반꼬시레이	[명사][방언]	NNG	00_00_00	반곱슬머리	6
반나잘	[명사][방언]	NNG	00_00_00	반나절	4, 6, 7, 15, 20
반다시	[부사][방언]	MAG	00_00_00	반드시	4, 5, 6, 7, 8, 9, 15, 18, 19, 20
반다씨	[부사][방언]	MAG	00_00_00	반드시	6, 7, 20
반달손텁	[명사][방언]	NNG	00_00_00	속손톱	6
반댓돌	[명사][방언]	NNG	00_00_00	자갈	6
반더지	[부사][방언]	MAG	00_00_00	반드시	6, 7, 20
반덜반덜하다	[형용사][방언]	VA	00_00_00	반드럽다	6
반덩이	[명사][방언]	NNG	00_00_00	함지	6, 7
반동가리	[명사][방언]	NNG	01_00_00	반동강	6
반두깨놀이	[명사][방언]	NNG	00_00_00	소꿉놀이	6
반두깨미	[명사][방언]	NNG	00_00_00	소꿉질	6
반두깨비	[명사][방언]	NNG	00_00_00	소꿉장난	6
반두깨이	[명사][방언]	NNG	00_00_00	소꿉질	6
반둑개	[명사][방언]	NNG	00_00_00	소꿉장난	6
반들돌	[명사][방언]	NNG	00_00_00	조약돌	6
반똥가리	[명사][방언]	NNG	00_00_00	반동강	6
반미칭개이	[명사][방언]	NNG	00_00_00	반미치광이	6
반바이	[부사][방언]	MAG	02_00_00	반반이	6
반버버리	[명사][방언]	NNG	00_00_00	반벙어리	4, 6, 7, 8, 9, 12, 15, 16, 18, 20
반버부리	[명사][방언]	NNG	00_00_00	반벙어리	6, 20
반베이	[명사][방언]	NNG	00_00_00	반병	6
반보선	[명사][방언]	NNG	00_00_00	덧버선	6
반보신	[명사][방언]	NNG	00_00_00	덧버선	6
반빙시이	[명사][방언]	NNG	00_00_00	반병신	6
반시끼	[명사][방언]	NNG	00_00_00	반섞이	6
반쌀눈	[명사][방언]	NNG	00_00_00	싸라기눈	6, 7
반쑤봉	[명사][방언]	NNG	00_00_00	잠방이	6
반쓰봉	[명사][방언]	NNG	00_00_00	잠방이	6
반이사	[명사][방언]	NNG	00_00_00	반의사	6
반자미	[명사][방언]	NNG	00_00_00	뱁새눈이	6
반재미	[명사][방언]	NNG	00_00_00	뱁새눈이	6
반조시	[명사][방언]	NNG	00_00_00	트기	6
반주까리	[명사][방언]	NNG	00_00_00	소꿉질	6
반주깨	[명사][방언]	NNG	02_00_00	소꿉질	6
반주깨미	[명사][방언]	NNG	00_00_00	소꿉질	6
반주깨비	[명사][방언]	NNG	00_00_00	소꿉질	6
반주우	[명사][방언]	NNG	00_00_00	반바지	6
반중우	[명사][방언]	NNG	00_00_00	반바지	6
반지강주리	[명사][방언]	NNG	00_00_00	반짇고리	6
반지거리	[명사][방언]	NNG	00_00_00	반짇고리	6
반지그륵	[명사][방언]	NNG	00_00_00	반짇고리	6
반지락	[명사][방언]	NNG	00_00_00	바지락	6, 8
반지래기	[명사][방언]	NNG	00_00_00	바지락조개	6
반지리	[부사][방언]	MAG	00_00_00	반지레	6
반지리하다	[형용사][방언]	VA	00_00_00	반지레하다	6
반질그륵	[명사][방언]	NNG	00_00_00	반짇고리	6, 7, 12
반질당새기	[명사][방언]	NNG	00_00_00	반짇고리	6
반질당시개	[명사][방언]	NNG	00_00_00	반짇고리	6, 7
반타다	[동사][방언]	VV	00_00_00	반분하다	6
반텀	[명사][방언]	NNG	00_00_00	반턱	6
반투다	[동사][방언]	VV	00_00_00	반분하다	6
반틩이	[명사][방언]	NNG	00_00_01	목판	6, 7
반티이	[명사][방언]	NNG	00_00_00	이남박	6
반펭이	[명사][방언]	NNG	00_00_00	반편이	6, 7, 8, 9
반피	[명사][방언]	NNG	00_00_00	반편이	6
반피이	[명사][방언]	NNG	00_00_00	반편이	6
반피이짓	[명사][방언]	NNG	00_00_00	반편짓	6
반핑이	[명사][방언]	NNG	00_00_00	반편이	6
받아넘구다	[동사][방언]	VV	00_00_00	받아넘기다	6
받아들류다	[동사][방언]	VV	00_00_00	받아들이다	6
받아묵다	[동사][방언]	VV	00_00_00	받아먹다	6
발가락뻬	[명사][방언]	NNG	00_00_00	발가락뼈	6
발가리	[명사][방언]	NNG	00_00_00	가리	6
발가리	[명사][방언]	NNG	01_00_00	낟가리	6, 7
발강지다	[동사][방언]	VV	00_00_00	발광하다	6
발강하다	[동사][방언]	VV	02_00_00	발광하다	6
발고락뻬	[명사][방언]	NNG	00_00_00	발가락뼈	6
발곰치	[명사][방언]	NNG	00_00_00	발뒤꿈치	6, 7
발그름이	[부사][방언]	MAG	00_00_00	발그름히	6
발그리	[부사][방언]	MAG	00_00_00	발그레	6
발그리하다	[형용사][방언]	VA	00_00_00	발그레하다	6
발그무리하다	[형용사][방언]	VA	00_00_00	발그무레하다	6
발그수리하다	[형용사][방언]	VA	00_00_00	발그스레하다	6
발그스름이	[부사][방언]	MAG	00_00_00	발그스름히	6
발그쪽쪽하다	[형용사][방언]	VA	00_00_00	발그족족하다	6
발꼬마리	[명사][방언]	NNG	00_00_00	발뒤꿈치	6
발꼬머리	[명사][방언]	NNG	00_00_00	발뒤축	6
발끈티이	[명사][방언]	NNG	00_00_00	발끝	6
발더어리	[명사][방언]	NNG	00_00_00	발등	6, 7
발덩거리	[명사][방언]	NNG	00_00_00	발등	6
발덩더리	[명사][방언]	NNG	00_00_00	발등	6, 7, 20
발뒤곰치	[명사][방언]	NNG	00_00_00	발뒤꿈치	6, 20
발뒤꼼치	[명사][방언]	NNG	00_00_00	발뒤꿈치	6, 7, 8, 9, 18
발뒤지기	[명사][방언]	NNG	00_00_00	발뒤축	6, 7
발등더리	[명사][방언]	NNG	00_00_00	발등	6
발디굼치	[명사][방언]	NNG	00_00_00	발뒤꿈치	6, 8, 20
발디꼬마리	[명사][방언]	NNG	00_00_00	발뒤꿈치	6
발디꾸무리	[명사][방언]	NNG	00_00_00	발뒤꿈치	6
발디꾸무치	[명사][방언]	NNG	00_00_00	발뒤꿈치	6
발디꿈치	[명사][방언]	NNG	00_00_00	발뒤꿈치	6, 7, 8, 11
발디이	[명사][방언]	NNG	00_00_00	발등	6, 7, 20
발디쩍	[명사][방언]	NNG	00_00_00	발뒤축	6
발디칙	[명사][방언]	NNG	00_00_00	발뒤축	6, 7, 15, 20
발딩거리	[명사][방언]	NNG	00_00_00	발등	6
발딩더리	[명사][방언]	NNG	00_00_00	발등	6
발딩이	[명사][방언]	NNG	00_00_00	발등	6, 7
발때	[명사][방언]	NNG	02_00_00	시룻밑	6
발때죽	[명사][방언]	NNG	02_00_00	발걸음	6
발똥	[명사][방언]	NNG	00_00_00	바퀴	6
발뜽거리	[명사][방언]	NNG	00_00_00	발등	6
발뜽더리	[명사][방언]	NNG	00_00_00	발등	6
발룸발룸	[부사][방언]	MAG	00_00_00	발름발름	6
발룸발룸하다	[동사][방언]	VV	00_00_00	발름발름하다	6
발류다	[동사][방언]	VV	01_00_00	바루다	6, 8
발모간지	[명사][방언]	NNG	00_00_00	발모가지	6
발목다구	[명사][방언]	NNG	00_00_00	발목	6
발목대기	[명사][방언]	NNG	00_00_00	발모가지	6
발목대이	[명사][방언]	NNG	02_00_00	발모가지	6
발목대이	[명사][방언]	NNG	01_00_00	발목	6
발목디이	[명사][방언]	NNG	00_00_00	발목	6
발목뻬	[명사][방언]	NNG	00_00_00	발목뼈	6
발바당	[명사][방언]	NNG	00_00_00	발바닥	6, 13, 14
발브다	[동사][방언]	VV	00_00_00	밟다	6, 7, 9, 11, 12
발뻬	[명사][방언]	NNG	00_00_00	발뼈	6
발수군	[명사][방언]	NNG	00_00_00	발수건	6
발시다	[동사][방언]	VV	00_00_00	발기다	6
발실개	[명사][방언]	NNG	00_00_00	쓰레받기	6
발자죽	[명사][방언]	NNG	00_00_00	발자국	6, 7
발자치	[명사][방언]	NNG	00_00_00	발자취	6
발재이	[명사][방언]	NNG	00_00_00	등에	6
발재죽	[명사][방언]	NNG	00_00_00	발자국	6
발짝두	[명사][방언]	NNG	00_00_00	대작두	6
발찌	[명사][방언]	NNG	02_00_00	박쥐	6, 7
발채	[명사][방언]	NNG	03_00_00	발찌	6
발치	[명사][방언]	NNG	02_00_00	발찌	4, 5, 6
발텁때	[명사][방언]	NNG	00_00_00	발곱	6
발텁뿌리	[명사][방언]	NNG	00_00_00	속발톱	6
발통	[명사][방언]	NNG	02_00_00	바퀴	6, 7, 9, 11
발통구	[명사][방언]	NNG	00_00_00	바퀴	6
발틉	[명사][방언]	NNG	00_00_00	발톱	4, 6, 7, 8, 9, 11, 12, 13, 20
발티이	[명사][방언]	NNG	00_00_00	바퀴	6
발홀깨	[명사][방언]	NNG	00_00_00	그네	6
밝기하다	[동사][방언]	VV	00_00_00	밝히다	6
밝히내다	[동사][방언]	VV	00_00_00	밝혀내다	6
밤	[명사][방언]	NNG	05_00_00	마름	6
밤까시	[명사][방언]	NNG	00_00_00	밤송이	6, 7, 20
밤낮엄시	[부사][방언]	MAG	00_00_00	밤낮없이	6
밤보늘	[명사][방언]	NNG	00_00_00	보늬	6
밤보니	[명사][방언]	NNG	00_00_00	보늬	6
밤비눌	[명사][방언]	NNG	00_00_00	보늬	6
밤비늘	[명사][방언]	NNG	00_00_00	보늬	6, 8
밤쇵이	[명사][방언]	NNG	00_00_00	밤송이	5, 6, 7, 13, 14
밤숯	[명사][방언]	NNG	00_00_00	거웃	6
밤싱이	[명사][방언]	NNG	00_00_00	밤송이	6
밤윳	[명사][방언]	NNG	00_00_00	밤윷	5, 6, 9, 12
밤조레	[명사][방언]	NNG	00_00_00	다슬기	6
밤쥐	[명사][방언]	NNG	00_00_00	박쥐	6
밤찌	[명사][방언]	NNG	00_00_00	박쥐	6
밤피	[명사][방언]	NNG	00_00_00	반편	6, 8
밥개오	[명사][방언]	NNG	00_00_00	밥주발	6
밥그럭	[명사][방언]	NNG	00_00_00	밥그릇	6, 8
밥그륵	[명사][방언]	NNG	00_00_00	밥그릇	6, 7, 8
밥더꺼리	[명사][방언]	NNG	00_00_00	밥알	6, 7
밥떠꺼리	[명사][방언]	NNG	02_00_00	밥뚜껑	6
밥떠꺼리	[명사][방언]	NNG	01_00_00	밥알	6
밥떠껑	[명사][방언]	NNG	00_00_00	밥뚜껑	6
밥뚜꾸베이	[명사][방언]	NNG	00_00_00	밥뚜껑	6
밥뚜꾸벵이	[명사][방언]	NNG	00_00_00	밥뚜껑	6
밥띠꺼리	[명사][방언]	NNG	00_00_00	밥알	6
밥띠끼	[명사][방언]	NNG	00_00_00	밥알	6, 7, 11, 12
밥맛엄따	[형용사][방언]	VA	00_00_00	밥맛없다	6
밥맛엄시	[부사][방언]	MAG	00_00_00	밥맛없이	6
밥물때	[명사][방언]	NNG	00_00_00	밥때	6
밥수건	[명사][방언]	NNG	00_00_00	밥보자기	6
밥수군	[명사][방언]	NNG	00_00_00	밥상보	6
밥재이	[명사][방언]	NNG	02_00_00	밥보	6
밥재이	[명사][방언]	NNG	01_00_00	아내	6
밥주개	[명사][방언]	NNG	00_00_00	밥주걱	6
밥주게	[명사][방언]	NNG	00_00_00	밥주걱	6, 7, 17
밥주구	[명사][방언]	NNG	00_00_00	밥주걱	6, 10
밥주기	[명사][방언]	NNG	00_00_00	밥주걱	6, 7, 8, 17
밥티꺼리	[명사][방언]	NNG	00_00_00	밥알	6
밥티정하다	[동사][방언]	VV	00_00_00	밥투정하다	6
밧골	[명사][방언]	NNG	00_00_00	밭고랑	6, 7, 8, 12
밧도구	[명사][방언]	NNG	00_00_00	밭고랑	6
밧두득	[명사][방언]	NNG	00_00_00	밭두둑	6, 8, 9, 10, 11, 12
밧두룩	[명사][방언]	NNG	00_00_00	밭두둑	6, 8
밧두룸	[명사][방언]	NNG	00_00_00	밭두렁	6, 7
밧바닥	[명사][방언]	NNG	00_00_00	발바닥	6
밧찹쌀	[명사][방언]	NNG	00_00_00	차좁쌀	6
방가이잇	[명사][방언]	NNG	00_00_00	비옷	6
방가재	[명사][방언]	NNG	00_00_00	물방개	4, 6, 8
방가추다	[동사][방언]	VV	00_00_00	괴다	6
방구	[명사][방언]	NNG	03_00_00	바위	4, 6, 7, 12, 13, 14, 17
방구	[명사][방언]	NNG	02_00_00	방귀	4, 5, 6, 8, 11, 12, 13, 14
방구둘	[명사][방언]	NNG	00_00_00	방구들	6
방구리	[명사][방언]	NNG	02_00_00	몽당이	6, 7
방구숙	[명사][방언]	NNG	00_00_00	방구석	6
방구재이	[명사][방언]	NNG	02_00_00	방귀쟁이	6
방구쟁이	[명사][방언]	NNG	00_00_00	방귀쟁이	6
방깐	[명사][방언]	NNG	00_00_00	방앗간	6, 7
방두재비	[명사][방언]	NNG	00_00_00	소꿉장난	6
방디이	[명사][방언]	NNG	00_00_00	방둥이	6
방마이	[명사][방언]	NNG	00_00_00	방망이	6
방마치질	[명사][방언]	NNG	00_00_00	다듬이질	6
방매이	[명사][방언]	NNG	00_00_00	방망이	4, 6, 7, 8, 9, 11, 12
방매이질	[명사][방언]	NNG	01_00_00	다듬이질	6, 7, 11
방매이질	[명사][방언]	NNG	02_00_00	방망이질	6
방매이질하다	[동사][방언]	VV	00_00_00	방망이질하다	6
방매이찜질하다	[동사][방언]	VV	00_00_00	방망이질	6
방맹이질	[명사][방언]	NNG	01_00_00	다듬이질	6, 7, 12
방맹이질	[명사][방언]	NNG	02_00_00	방망이질	6
방맹이질하다	[동사][방언]	VV	00_00_00	방망이질하다	6
방맹이찜질	[명사][방언]	NNG	00_00_00	방망이찜질	6
방맹이찜질하다	[동사][방언]	VV	00_00_00	방망이찜질하다	6
방바당	[명사][방언]	NNG	00_00_00	방바닥	6
방벡	[명사][방언]	NNG	00_00_00	바람벽	6
방생법헤	[명사][방언]	NNG	00_00_00	방생회	6
방석	[명사][방언]	NNG	02_00_03	돗자리	6
방실개	[명사][방언]	NNG	00_00_00	쓰레받기	6, 7
방씰개	[명사][방언]	NNG	00_00_00	방앗공이	6
방아굉이	[명사][방언]	NNG	00_00_00	방앗공이	5, 6, 7, 12
방아꾸	[명사][방언]	NNG	00_00_00	방앗공이	6
방아끼	[명사][방언]	NNG	00_00_00	방앗공이	6
방아실	[명사][방언]	NNG	00_00_00	방앗간	6
방앗개	[명사][방언]	NNG	00_00_00	방앗공이	6
방앗고	[명사][방언]	NNG	00_00_00	방앗공이	6, 7, 8, 9, 11
방앗굉이	[명사][방언]	NNG	00_00_00	방앗공이	4, 5, 6, 7, 11
방앗구	[명사][방언]	NNG	00_00_00	방앗공이	6
방앗긍이	[명사][방언]	NNG	00_00_00	방앗공이	6
방앗기	[명사][방언]	NNG	00_00_00	방앗공이	6
방앗쇄	[명사][방언]	NNG	00_00_00	방아쇠	6, 7, 20
방앙간	[명사][방언]	NNG	00_00_00	방앗간	6, 7
방애	[명사][방언]	NNG	01_00_00	방아	4, 6, 8, 10, 13, 14
방애고	[명사][방언]	NNG	00_00_00	방앗공이	6, 7, 8, 9, 12
방오	[명사][방언]	NNG	01_00_00	바위	6
방올	[명사][방언]	NNG	02_00_00	방울	6, 10
방우	[명사][방언]	NNG	01_00_00	바위	4, 6, 7, 13, 14
방우새	[명사][방언]	NNG	00_00_00	방아쇠	6, 7, 20
방을	[명사][방언]	NNG	00_00_00	방울	6, 8
방정밪다	[형용사][방언]	VA	00_00_00	방정맞다	6
방정시리	[부사][방언]	MAG	00_00_00	방정스레	6
방천둑	[명사][방언]	NNG	00_00_00	냇둑	4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17
방청	[명사][방언]	NNG	01_00_00	둑	6, 7
방쿠	[명사][방언]	NNG	00_00_00	바위	6, 7, 17
방쿠이	[명사][방언]	NNG	00_00_00	바위	6, 7, 11, 12, 13, 14, 17
방태	[명사][방언]	NNG	01_00_00	방아	6
방티	[명사][방언]	NNG	00_00_00	방퉁이	6
방팅이	[명사][방언]	NNG	02_00_00	방퉁이	6
밭다	[동사][방언]	VV	07_00_01	뱉다	6, 15, 16
밭두드기	[명사][방언]	NNG	00_00_00	밭두둑	6
밭두딕	[명사][방언]	NNG	00_00_00	밭두둑	6
밭두럼	[명사][방언]	NNG	00_00_00	밭두둑	6
밭두룩	[명사][방언]	NNG	02_00_00	밭두둑	6
밭두룩	[명사][방언]	NNG	01_00_00	밭둑	6
밭두룸	[명사][방언]	NNG	00_00_00	밭두렁	6
밭두름	[명사][방언]	NNG	00_00_00	밭둑	6
밭때이	[명사][방언]	NNG	00_00_00	밭뙈기	6
밭어덕	[명사][방언]	NNG	00_00_00	밭둑	6
밭엉덕	[명사][방언]	NNG	00_00_00	밭둑	6
밭질	[명사][방언]	NNG	00_00_00	밭길	6
배겉	[명사][방언]	NNG	00_00_00	바깥	6
배겉날	[명사][방언]	NNG	00_00_00	바깥날	6
배겉날씨	[명사][방언]	NNG	00_00_00	바깥날	6
배겉사돈	[명사][방언]	NNG	00_00_00	바깥사돈	6
배겉어른	[명사][방언]	NNG	00_00_00	바깥어른	6
배겉통시	[명사][방언]	NNG	00_00_00	한뎃뒷간	6
배게	[명사][방언]	NNG	00_00_00	비지	6, 9
배겍	[명사][방언]	NNG	00_00_00	배격	6
배고푸다	[형용사][방언]	VA	00_00_00	배고프다	6
배고품	[명사][방언]	NNG	00_00_00	배고픔	6
배구녕	[명사][방언]	NNG	00_00_00	배꼽	6, 7
배까	[명사][방언]	NNG	00_00_00	나루	6, 7
배깥통시	[명사][방언]	NNG	00_00_00	한뎃뒷간	6
배꺼마당	[명사][방언]	NNG	00_00_00	바깥마당	6
배껕	[명사][방언]	NNG	00_00_00	바깥	6, 7, 20
배껕벤소	[명사][방언]	NNG	00_00_00	한뎃뒷간	6
배껕사돈	[명사][방언]	NNG	00_00_00	바깥사돈	6
배껕양반	[명사][방언]	NNG	00_00_00	바깥양반	6
배꾸녁	[명사][방언]	NNG	00_00_00	배꼽	6, 13, 14, 17
배꾸다	[동사][방언]	VV	00_00_00	바뀌다	6
배꾸락지	[명사][방언]	NNG	00_00_00	배꼽	6, 8
배꾸마당	[명사][방언]	NNG	00_00_00	바깥마당	6
배꾸무	[명사][방언]	NNG	00_00_00	배꼽	6, 7
배꾸영	[명사][방언]	NNG	00_00_00	배꼽	6
배꾸중	[명사][방언]	NNG	00_00_00	배꼽	6
배꿈	[명사][방언]	NNG	00_00_00	배꼽	4, 6, 7
배꿉	[명사][방언]	NNG	00_00_00	배꼽	4, 5, 6, 7, 8, 9, 13, 14, 15, 16, 17, 18, 20
배뀌다	[동사][방언]	VV	00_00_00	바뀌다	5, 6, 11
배끼	[부사][방언]	MAG	01_00_00	괜히	6
배끼다	[동사][방언]	VV	01_00_00	바뀌다	6, 8, 9, 11, 12
배납새미	[명사][방언]	NNG	00_00_00	줄납자루	6
배내이	[명사][방언]	NNG	00_00_00	배내	6
배내이세	[명사][방언]	NNG	00_00_00	배냇소	6
배다지	[명사][방언]	NNG	01_00_00	서랍	6, 15, 20
배따구	[명사][방언]	NNG	00_00_00	배때기	6
배때지	[명사][방언]	NNG	00_00_00	배때기	6, 7
배뚱구리	[명사][방언]	NNG	00_00_00	배추꼬랑이	6
배람박	[명사][방언]	NNG	00_00_00	바람벽	5, 6, 7, 8, 9, 11
배래기	[명사][방언]	NNG	02_00_00	벼룩	6, 7
배럭박	[명사][방언]	NNG	00_00_00	바람벽	6, 7
배럭벡	[명사][방언]	NNG	00_00_00	바람벽	6
배렁방	[명사][방언]	NNG	00_00_00	바람벽	6
배렁빠	[명사][방언]	NNG	00_00_00	바람벽	6
배렁빡	[명사][방언]	NNG	00_00_00	바람벽	6
배렁빵아	[명사][방언]	NNG	00_00_00	바람벽	6
배로	[명사][방언]	NNG	01_00_00	벼루	6, 7
배륵바닥	[명사][방언]	NNG	00_00_00	바람벽	6
배름벡	[명사][방언]	NNG	00_00_00	바람벽	6
배몰미	[명사][방언]	NNG	00_00_00	뱃멀미	6, 8
