표제어	품사	세종태그	어깨번호	뜻풀이	지역
칼토매기	[명사][방언]	NNG	00_00_00	칼도마	11, 13, 14, 17, 19
캐할하다	[형용사][방언]	VA	00_00_00	쾌활하다	11
캥이	[명사][방언]	NNG	00_00_00	괭이	11
커나다	[동사][방언]	VV	00_00_00	자라다	9, 11
커드맣다	[형용사][방언]	VA	00_00_00	커다랗다	11
커리	[명사][의존][방언]	NNB	00_00_00	켤레	4, 6, 11, 12, 14, 15, 16
컷구멩이	[명사][방언]	NNG	00_00_00	콧구멍	11
켈레	[명사][방언]	NNG	00_00_00	켤레	11
코구녁	[명사][방언]	NNG	00_00_00	콧구멍	5, 8, 10, 11, 12, 18
코따그링이	[명사][방언]	NNG	00_00_00	코딱지	11
코딱징이	[명사][방언]	NNG	00_00_00	코딱지	11
코때기	[명사][방언]	NNG	00_00_00	코빼기	8, 9, 11
코맹매기	[명사][방언]	NNG	00_00_00	코맹맹이	11, 12
코삐	[명사][방언]	NNG	00_00_00	고삐	11
콧구녁셤	[명사][방언]	NNG	00_00_00	코털	11
콧궁기	[명사][방언]	NNG	00_00_00	콧구멍	10, 11, 15, 16
콧셤	[명사][방언]	NNG	00_00_00	콧수염	11
콧속털	[명사][방언]	NNG	00_00_00	코털	8, 11
콧시엄	[명사][방언]	NNG	00_00_00	콧수염	9, 11
콧잔드이	[명사][방언]	NNG	00_00_00	콧잔등이	11
콩구물	[명사][방언]	NNG	00_00_00	콩고물	11
콩나물콩	[명사][방언]	NNG	00_00_00	기름콩	5, 6, 7, 11, 12, 13, 14, 18, 19, 20
콩너물	[명사][방언]	NNG	00_00_00	콩나물	8, 9, 11
콩너물국	[명사][방언]	NNG	00_00_00	콩나물국	8, 9, 10, 11
콩너물밥	[명사][방언]	NNG	00_00_00	콩나물밥	9, 11
콩멀국	[명사][방언]	NNG	00_00_00	콩국	11
콩지룸	[명사][방언]	NNG	00_00_00	콩기름	4, 5, 8, 9, 10, 11, 12
콩질금	[명사][방언]	NNG	00_00_00	콩나물	8, 9, 11, 12, 15, 16
콰다	[동사][방언]	VV	00_00_00	꼬다	11
쾡가리	[명사][방언]	NNG	00_00_00	꽹과리	11
쾡매기	[명사][방언]	NNG	00_00_00	꽹과리	11
쾡이	[명사][방언]	NNG	02_00_00	고양이	11
쾡이	[명사][방언]	NNG	01_00_00	괭이	9, 11
쿠발찌	[명사][방언]	NNG	00_00_00	발찌	11
퀴	[명사][방언]	NNG	01_00_00	키	11
크린내	[명사][방언]	NNG	00_00_00	쿠린내	11, 12, 18
크막크막하다	[형용사][방언]	VA	00_00_00	큼직큼직하다	11, 12
크막하다	[형용사][방언]	VA	00_00_00	큼지막하다	8, 9, 11, 12
큰땅게	[명사][방언]	NNG	00_00_00	방아깨비	11
큰아부지	[명사][방언]	NNG	01_00_00	큰아버지	4, 5, 6, 7, 8, 9, 11, 12
큰아부지	[감탄사][방언]	IC	02_00_00	큰아버지	4, 5, 6, 7, 8, 9, 11, 12
큰애기	[명사][방언]	NNG	00_00_00	처녀	8, 11
큰작은아버지	[명사][방언]	NNG	01_00_00	작은아버지	8, 11
큰작은아버지	[감탄사][방언]	IC	02_00_00	작은아버지	8, 11
큰질	[명사][방언]	NNG	00_00_00	큰길	6, 7, 11, 12, 15, 16, 18, 20
큰짐성	[명사][방언]	NNG	00_00_00	큰짐승	11
키다	[동사][방언]	VV	03_00_00	켜다	4, 8, 11, 12
타라박	[명사][방언]	NNG	00_00_00	두레박	8, 11
타래박	[명사][방언]	NNG	00_00_02	두레박	4, 5, 8, 11, 12
타레박샘	[명사][방언]	NNG	00_00_00	두레우물	8, 11
타레박샴	[명사][방언]	NNG	00_00_00	두레우물	11
타리박	[명사][방언]	NNG	00_00_00	두레박	6, 8, 11, 12
타리박샘	[명사][방언]	NNG	00_00_00	두레우물	11, 12
타리박샴	[명사][방언]	NNG	00_00_00	두레우물	11
탈팽이	[명사][방언]	NNG	02_00_00	달팽이	4, 5, 11, 12, 18
탑세기	[명사][방언]	NNG	01_00_00	솜먼지	11
탑세기	[명사][방언]	NNG	02_00_00	쓰레기	8, 11, 12, 15, 16
탑시기	[명사][방언]	NNG	01_00_00	솜먼지	11
탑시기	[명사][방언]	NNG	03_00_00	쓰레기	11, 12
탕갱이	[명사][방언]	NNG	00_00_00	탕개	11
탕깅이	[명사][방언]	NNG	00_00_00	탕개	11
태거리	[명사][방언]	NNG	00_00_00	터거리	11, 12
태구리	[명사][방언]	NNG	00_00_00	터거리	11, 12
태조가리	[명사][방언]	NNG	00_00_00	턱주가리	5, 11, 12
태침	[명사][방언]	NNG	00_00_00	퇴침	7, 8, 11, 12
터가리	[명사][방언]	NNG	00_00_00	턱주가리	11
터가지	[명사][방언]	NNG	00_00_00	턱주가리	11
터구리	[명사][방언]	NNG	00_00_00	턱	11, 12, 14, 18
터문셍이	[명사][방언]	NNG	00_00_00	터무니	11, 12
터카리	[명사][방언]	NNG	00_00_00	턱주가리	11
턱배기	[명사][방언]	NNG	00_00_00	턱주가리	11
턱숭이	[명사][방언]	NNG	00_00_00	턱주가리	11
턱쉬엄	[명사][방언]	NNG	00_00_00	턱수염	5, 8, 9, 11, 12
턱시엄	[명사][방언]	NNG	00_00_00	턱수염	11
턱아리	[명사][방언]	NNG	00_00_00	턱주가리	11, 12, 13
턱저구니	[명사][방언]	NNG	00_00_00	턱주가리	11, 12
턱주갱이	[명사][방언]	NNG	00_00_00	턱주가리	11, 12
턱패기	[명사][방언]	NNG	00_00_00	턱	11
털링이	[명사][방언]	NNG	00_00_00	털털이	11
털뱅이	[명사][방언]	NNG	00_00_00	누더기	5, 11
털푸디기	[부사][방언]	MAG	00_00_00	털퍼덕	11
테낑이	[명사][방언]	NNG	00_00_00	토끼	11
텍셤	[명사][방언]	NNG	00_00_00	턱수염	11
텍숭이	[명사][방언]	NNG	00_00_00	턱주가리	11
텟도리	[명사][방언]	NNG	00_00_00	툇도리	11
텟돌	[명사][방언]	NNG	00_00_00	툇돌	11
토강	[명사][방언]	NNG	00_00_00	못	11
토골	[명사][방언]	NNG	01_00_00	징두리	11
토깨이	[명사][방언]	NNG	00_00_00	토끼	6, 7, 8, 9, 11, 12
토낑이	[명사][방언]	NNG	00_00_00	토끼	6, 11
토매	[명사][방언]	NNG	01_00_00	토마루	11
토방	[명사][방언]	NNG	00_00_04	뜰	9, 11
토산붕알	[명사][방언]	NNG	00_00_00	토산불알	11
토장길	[명사][방언]	NNG	00_00_00	소로	11
통곱파리	[명사][방언]	NNG	00_00_00	소꿉질	11, 12
통구리	[명사][의존][방언]	NNB	00_00_00	바람	11, 12
통구절	[명사][방언]	NNG	00_00_00	절구	11
통두리째	[부사][방언]	MAG	00_00_00	송두리째	11
통서리	[명사][의존][방언]	NNB	00_00_00	바람	11, 12
통싯간	[명사][방언]	NNG	00_00_00	뒷간	6, 11, 17
통통기	[명사][방언]	NNG	00_00_00	방아	11
통통장	[명사][방언]	NNG	00_00_00	청국장	11
퇴깽이	[명사][방언]	NNG	00_00_00	토끼	7, 8, 9, 11, 12
퇴끼	[명사][방언]	NNG	01_00_00	도끼	11
퇴끼풀	[명사][방언]	NNG	00_00_00	토끼풀	5, 8, 9, 11
퇴낑이	[명사][방언]	NNG	00_00_00	토끼	11
퇴산붕알	[명사][방언]	NNG	00_00_00	토산불알	11
퇴설퇴설	[부사][방언]	MAG	00_00_00	대강대강	11
투가리	[명사][방언]	NNG	00_00_00	뚝배기	4, 7, 8, 9, 11, 12
투거리	[명사][방언]	NNG	00_00_00	뚝배기	11
투겡이	[명사][방언]	NNG	00_00_00	뚝배기	8, 9, 11
투과리	[명사][방언]	NNG	00_00_00	뚝배기	11
투기다	[동사][방언]	VV	00_00_00	튀기다	11
투김	[명사][방언]	NNG	00_00_00	튀김	11
투럼	[명사][방언]	NNG	00_00_00	트림	11
투레박	[명사][방언]	NNG	00_00_00	두레박	11
투배기	[명사][방언]	NNG	00_00_00	뚝배기	11
툼벙	[명사][방언]	NNG	02_00_01	웅덩이	8, 11
툼벵이	[명사][방언]	NNG	01_00_00	저수지	11, 12, 18
퉁가리	[명사][방언]	NNG	02_00_00	둥우리	11
퉁그러지다	[동사][방언]	VV	00_00_00	불거지다	11, 12
퉁수	[명사][방언]	NNG	00_00_00	퉁소	5, 6, 7, 8, 9, 11, 12, 18, 19, 20
퉁싯간	[명사][방언]	NNG	00_00_00	뒷간	6, 11, 17
퉁아리	[명사][방언]	NNG	00_00_00	둥우리	11
퉤끼풀	[명사][방언]	NNG	00_00_00	토끼풀	11
퉤다	[동사][방언]	VV	00_00_00	튀기다	5, 11
튀각	[명사][방언]	NNG	02_00_00	튀김	5, 7, 11
트레박	[명사][방언]	NNG	00_00_00	두레박	6, 8, 11
트립허다	[형용사][방언]	VA	00_00_00	트릿하다	11, 12
트이	[명사][방언]	NNG	01_00_00	티	4, 6, 11, 12
특특허다	[형용사][방언]	VA	00_00_00	텁텁하다	11, 12
틀물다	[형용사][방언]	VA	00_00_00	퉁명스럽다	11, 12
틀틀	[부사][방언]	MAG	00_00_00	둘둘	11, 12
틈벙	[명사][방언]	NNG	00_00_00	웅덩이	9, 11
틈사구니	[명사][방언]	NNG	00_00_00	틈바구니	11, 12
틈성이	[명사][방언]	NNG	00_00_00	틈서리	11, 12
틈팀이	[부사][방언]	MAG	00_00_00	틈틈이	8, 9, 11, 12
틍바우	[명사][방언]	NNG	00_00_00	자가사리	11, 12
티각거리다	[동사][방언]	VV	00_00_00	티격태격하다	11, 12
티각태각하다	[동사][방언]	VV	00_00_00	티격태격하다	11, 12
티검지	[명사][방언]	NNG	00_00_00	티끌	4, 7, 8, 11, 12
티겁지	[명사][방언]	NNG	00_00_00	티끌	4, 11, 12
티격거리다	[동사][방언]	VV	00_00_00	티격태격하다	11, 12
티껌불	[명사][방언]	NNG	00_00_00	티끌	11
티껍질	[명사][방언]	NNG	00_00_00	팃검불	11
티끼	[명사][방언]	NNG	02_00_00	토끼	11
티낑이	[명사][방언]	NNG	00_00_00	토끼	11
티설다	[형용사][방언]	VA	00_00_00	서먹하다	11
티컴불	[명사][방언]	NNG	00_00_00	팃검불	11
파공다리	[명사][방언]	NNG	00_00_00	팟종	11
파내기	[명사][방언]	NNG	00_00_02	단지	11, 12
파랭이	[명사][방언]	NNG	02_00_00	파래	6, 7, 11, 12
판국수	[명사][방언]	NNG	00_00_00	기계국수	11
판장홀태	[명사][방언]	NNG	00_00_00	그네	8, 11
판재기	[명사][방언]	NNG	00_00_00	장독소래기	11
판증하다	[동사][방언]	VV	00_00_00	판정하다	11
팔구분뎅이	[명사][방언]	NNG	00_00_00	팔꿈치	11
팔글이	[명사][방언]	NNG	00_00_00	팔걸이	11
팔꼼뱅이	[명사][방언]	NNG	00_00_00	팔꿈치	11
팔꿈셍이	[명사][방언]	NNG	00_00_00	팔꿈치	11, 12
팔모갑지	[명사][방언]	NNG	00_00_00	팔모가지	11
팔목쟁이	[명사][방언]	NNG	00_00_00	팔모가지	11
팔부리	[명사][방언]	NNG	00_00_00	담뱃대	4, 7, 9, 11, 12
팔뻬	[명사][방언]	NNG	00_00_00	팔뼈	11
패끼질	[명사][방언]	NNG	00_00_00	딸꾹질	11
팽구라미	[명사][방언]	NNG	00_00_00	팽이	11, 12
퍼걱질	[명사][방언]	NNG	00_00_00	딸꾹질	11
퍼기	[명사][방언]	NNG	00_00_00	딸꾹질	11
퍼꺽질	[명사][방언]	NNG	00_00_00	딸꾹질	9, 11
퍼꾹	[부사][방언]	MAG	00_00_00	딸꾹	11
퍼꾹거리다	[동사][방언]	VV	00_00_00	딸꾹거리다	11
퍼꾹대다	[동사][방언]	VV	00_00_00	딸꾹대다	11
퍼꾹질	[명사][방언]	NNG	00_00_00	딸꾹질	11
퍼꾹퍼꾹	[부사][방언]	MAG	00_00_00	딸꾹딸꾹	11
퍼대기	[명사][방언]	NNG	01_00_00	부대	4, 9, 11, 12
퍼랭이	[명사][방언]	NNG	00_00_00	파리	6, 8, 9, 11
퍼리	[명사][방언]	NNG	00_00_00	파리	6, 8, 9, 11
펀덕	[명사][방언]	NNG	00_00_00	언덕	11
펀데기	[명사][방언]	NNG	00_00_00	언덕	11
펀디기	[명사][방언]	NNG	00_00_00	언덕	11
페	[명사][방언]	NNG	02_00_00	표	4, 7, 8, 10, 11, 12, 13
펭면	[명사][방언]	NNG	00_00_00	평면	11
펭민	[명사][방언]	NNG	00_00_00	평민	11
펭안하다	[형용사][방언]	VA	00_00_00	평남, 하다	11
포강	[명사][방언]	NNG	01_00_00	늪	11
포개입다	[동사][방언]	VV	00_00_00	껴입다	6, 7, 8, 11
포깍거리다	[동사][방언]	VV	00_00_00	딸꾹거리다	6, 8, 9, 11
포깍질	[명사][방언]	NNG	00_00_00	딸꾹질	8, 9, 11
푀기	[명사][방언]	NNG	02_00_00	포기	4, 5, 6, 7, 8, 9, 11, 12, 15, 16, 18
푸대기	[명사][방언]	NNG	00_00_00	포대기	6, 8, 11
푸더분하다	[형용사][방언]	VA	00_00_00	푼더분하다	11, 12
푸레미	[명사][방언]	NNG	00_00_00	풀떼기	11, 12
푸레질	[명사][방언]	NNG	00_00_00	투레질	11
푸르둥둥하다	[형용사][방언]	VA	00_00_00	푸르뎅뎅하다	11, 12
푸성개	[명사][방언]	NNG	00_00_00	푸성귀	11
푸성게	[명사][방언]	NNG	00_00_00	푸성귀	11
푸숲	[명사][방언]	NNG	00_00_00	풀숲	11, 12
푸승거리	[명사][방언]	NNG	00_00_00	푸성귀	11
푸장나무	[명사][방언]	NNG	00_00_00	떡갈나무	11, 12
푸장낭구	[명사][방언]	NNG	00_00_00	떡갈나무	11
푸정개	[명사][방언]	NNG	00_00_00	푸성귀	11, 12, 18
푸정게	[명사][방언]	NNG	00_00_00	푸성귀	11
푸증나무	[명사][방언]	NNG	00_00_00	떡갈나무	11
푼딩이	[명사][방언]	NNG	00_00_00	풍뎅이	11
풀구얄	[명사][방언]	NNG	00_00_00	풀비	11
풀귀얄	[명사][방언]	NNG	00_00_00	풀비	7, 11, 12
풀기얄	[명사][방언]	NNG	00_00_00	풀비	6, 7, 11, 12
풀떼죽	[명사][방언]	NNG	00_00_01	풀떼기	4, 6, 7, 11
풀버러지	[명사][방언]	NNG	00_00_00	풀벌레	11
풀부채	[명사][방언]	NNG	00_00_00	줄부채	11
풀비알	[명사][방언]	NNG	00_00_00	귀얄	11
풀서비	[명사][방언]	NNG	00_00_00	풀숲	9, 11
풀서피	[명사][방언]	NNG	00_00_00	풀숲	9, 11, 12
풀세비	[명사][방언]	NNG	00_00_00	풀숲	9, 11
풀세피	[명사][방언]	NNG	00_00_00	풀숲	11
풀솔	[명사][방언]	NNG	00_00_00	풀비	4, 5, 6, 7, 10, 11, 12, 13, 14
품꾼	[명사][방언]	NNG	02_00_00	놉	11, 12
풋곡석	[명사][방언]	NNG	00_00_00	풋곡식	11
풋짐치	[명사][방언]	NNG	00_00_00	풋김치	11
풍딩이	[명사][방언]	NNG	00_00_00	풍뎅이	11
피가	[명사][방언]	NNG	00_00_00	폐가	11
피가리	[명사][방언]	NNG	00_00_00	돔발상어	11
피기	[명사][방언]	NNG	01_00_01	딸꾹질	5, 11, 12, 14
피랭이	[명사][방언]	NNG	00_00_00	피라미	7, 9, 11
피리	[명사][방언]	NNG	02_00_01	피라미	4, 5, 11
피리미	[명사][방언]	NNG	00_00_00	피라미	11
피마지	[명사][방언]	NNG	00_00_00	피마자	4, 6, 7, 8, 11, 12, 14, 15, 18, 19, 20
피허	[명사][방언]	NNG	00_00_00	폐허	11
핀딩이	[명사][방언]	NNG	00_00_02	바람개비	11, 12
하강키	[명사][방언]	NNG	00_00_00	까끄라기	11
하날맹이	[명사][방언]	NNG	00_00_00	산등성이	11
하냥	[부사][방언]	MAG	00_00_02	함께	9, 11, 12
하누소	[명사][방언]	NNG	00_00_00	하늘소	11, 12
하눌	[명사][방언]	NNG	00_00_00	하늘	4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 19
하눌땅	[명사][방언]	NNG	00_00_00	하늘땅	11, 12, 18
하눌맹이	[명사][방언]	NNG	00_00_00	산등성이	11
하늘받이	[명사][방언]	NNG	00_00_00	하늘바라기	11, 12
하로살이	[명사][방언]	NNG	00_00_00	하루살이	4, 6, 7, 8, 11, 12
하루래기	[명사][방언]	NNG	00_00_00	하루거리	11
하마타라문	[부사][방언]	MAG	00_00_00	하마터면	11
하마터먼	[부사][방언]	MAG	00_00_00	하마터면	8, 9, 11, 12
하마트가문	[부사][방언]	MAG	00_00_00	하마터면	11
하매	[부사][방언]	MAG	02_00_00	벌써	4, 6, 7, 9, 11, 12
하아리	[명사][방언]	NNG	00_00_00	항아리	4, 7, 8, 9, 11, 12
하지감자	[명사][방언]	NNG	00_00_00	감자	6, 7, 11
학도구	[명사][방언]	NNG	00_00_00	돌확	11
학도기	[명사][방언]	NNG	00_00_00	돌확	11
학도끼	[명사][방언]	NNG	00_00_00	돌확	11
학독	[명사][방언]	NNG	00_00_00	돌확	8, 9, 11
학딩이	[명사][방언]	NNG	00_00_00	학동	11
학절구	[명사][방언]	NNG	00_00_00	돌확	11
한가온데	[명사][방언]	NNG	00_00_00	한가운데	11
한갑잔체	[명사][방언]	NNG	00_00_00	환갑잔치	4, 5, 8, 9, 10, 11, 12
한갑잔치	[명사][방언]	NNG	00_00_00	환갑잔치	6, 11
한강치	[명사][방언]	NNG	00_00_00	까끄라기	11
한고등	[명사][방언]	NNG	00_00_00	한고비	11, 12
한구재비	[명사][방언]	NNG	01_00_00	한바탕	11, 12
한구재비	[부사][방언]	MAG	02_00_00	한바탕	11, 12
한극하다	[형용사][방언]	VA	00_00_00	가득하다	11
한끄번이	[부사][방언]	MAG	00_00_00	한꺼번에	11
한산수수	[명사][방언]	NNG	00_00_00	장목수수	11
한삼수수	[명사][방언]	NNG	00_00_00	장목수수	11
한즉하다	[형용사][방언]	VA	00_00_00	한적하다	11
할뀌다	[동사][방언]	VV	00_00_00	할퀴다	11
할매	[명사][방언]	NNG	00_00_00	할머니	4, 6, 8, 11
할매꽃	[명사][방언]	NNG	00_00_00	할미꽃	6, 8, 9, 11, 12, 18
할아부	[명사][방언]	NNG	00_00_00	할아비	4, 6, 7, 8, 9, 11, 12
할아부지	[명사][방언]	NNG	01_00_00	할아버지	4, 5, 6, 7, 8, 9, 11, 12
할아부지	[감탄사][방언]	IC	02_00_00	할아버지	4, 5, 6, 7, 8, 9, 11, 12
할쿠다	[동사][방언]	VV	00_00_00	할퀴다	11
할트다	[동사][방언]	VV	00_00_00	핥다	8, 9, 10, 11, 12
함끼	[부사][방언]	MAG	00_00_00	함께	8, 10, 11, 18, 20
함박딸	[명사][방언]	NNG	00_00_00	산딸기	11
함박딸구	[명사][방언]	NNG	00_00_00	산딸기	11
함반눈	[명사][방언]	NNG	00_00_00	함박눈	11
함부루	[부사][방언]	MAG	00_00_00	함부로	4, 8, 11, 12, 13, 14, 15, 16, 18, 19
함브루	[부사][방언]	MAG	00_00_00	함부로	11
함증	[명사][방언]	NNG	00_00_00	함정	11
함폭	[부사][방언]	MAG	00_00_00	함빡	11, 12
함푹	[부사][방언]	MAG	00_00_00	함빡	11, 12
핫두루매기	[명사][방언]	NNG	00_00_00	핫두루마기	4, 6, 7, 11, 12, 14
해골바가치	[명사][방언]	NNG	00_00_00	해골바가지	11
해농을	[명사][방언]	NNG	00_00_00	햇무리	11
해동무	[명사][방언]	NNG	00_00_00	해동갑	11, 12
해마루	[명사][방언]	NNG	00_00_00	햇무리	11
해바락	[명사][방언]	NNG	00_00_00	해바라기	11, 12, 18
해불	[명사][방언]	NNG	00_00_00	횃불	5, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20
해설푸다	[형용사][방언]	VA	00_00_00	설핏하다	11, 12
해설프다	[형용사][방언]	VA	00_00_00	설핏하다	11, 12
해설피다	[동사][방언]	VV	00_00_00	설핏하다	11, 12
해얌	[명사][방언]	NNG	00_00_00	하품	11
해어름	[명사][방언]	NNG	00_00_00	해거름	11
해여	[부사][방언]	MAG	00_00_00	행여	9, 11
해여나	[부사][방언]	MAG	00_00_00	행여나	4, 6, 7, 8, 9, 11, 12
해우쌈	[명사][방언]	NNG	00_00_00	김	11
해이나	[부사][방언]	MAG	00_00_00	행여나	6, 8, 9, 11
해이다	[동사][방언]	VV	01_00_00	이다	5, 11
해이다	[동사][방언]	VV	02_00_00	이다	5, 11
해장어	[명사][방언]	NNG	00_00_00	갯장어	6, 8, 11
해죙일	[명사][방언]	NNG	00_00_00	해종일	11
해체흙	[명사][방언]	NNG	00_00_00	진흙	11
해톳	[명사][방언]	NNG	00_00_00	양식	11, 12
해팔	[부사][방언]	MAG	00_00_00	하필	4, 6, 7, 8, 9, 11, 12
해품	[명사][방언]	NNG	00_00_00	하품	7, 11
핵고	[명사][방언]	NNG	00_00_00	학교	4, 6, 7, 8, 9, 11, 13, 14, 15, 16
핵교	[명사][방언]	NNG	00_00_00	학교	4, 6, 7, 8, 9, 11, 12, 15, 16, 18, 20
햇내기	[명사][방언]	NNG	00_00_00	풋내기	11, 12
햇마루	[명사][방언]	NNG	00_00_00	햇무리	11
햇뫼리	[명사][방언]	NNG	00_00_00	햇무리	11
햇무네	[명사][방언]	NNG	00_00_00	햇무리	11
햇무니	[명사][방언]	NNG	00_00_00	햇무리	11
햇베	[명사][방언]	NNG	00_00_00	햇벼	11
햇볏	[명사][방언]	NNG	00_00_00	햇볕	4, 11, 12
