표제어	품사	세종태그	어깨번호	뜻풀이	지역
실기떡	[명사][방언]	NNG	02_00_00	시루떡	4, 13, 14, 15, 16, 18
실꼴뱅이	[명사][방언]	NNG	00_00_00	실톳	15
실모둥	[명사][방언]	NNG	00_00_00	실톳	15
실모둥이	[명사][방언]	NNG	00_00_00	실몽당이	14, 15
실모디	[명사][방언]	NNG	00_00_00	실몽당이	13, 14, 15
실쉬	[명사][방언]	NNG	00_00_00	실수''실수	15
실쓰다	[동사][방언]	VV	00_00_00	실켜다	4, 5, 6, 7, 8, 9, 11, 12, 15
실찌	[명사][방언]	NNG	00_00_00	싫증	15
실찌나다	[동사][방언]	VV	00_00_00	물리다	15
실컹	[명사][방언]	NNG	00_00_00	시렁	7, 8, 13, 15
실타리	[명사][방언]	NNG	00_00_00	실타래	15
싥	[명사][방언]	NNG	00_00_00	시루	4, 15, 16
심구다	[동사][방언]	VV	00_00_00	심다	4, 5, 11, 12, 15, 16
심그름	[명사][방언]	NNG	00_00_00	심부름	4, 15
심너덕다리	[명사][방언]	NNG	00_00_00	넓적다리	15
심목	[명사][방언]	NNG	01_00_00	힘줄	15, 16
심바람	[명사][방언]	NNG	00_00_00	심부름	6, 7, 8, 15, 16
심버럼꾼	[명사][방언]	NNG	00_00_00	심부름꾼	5, 7, 8, 9, 15, 16, 18, 20
심부럼	[명사][방언]	NNG	00_00_00	심부름	4, 12, 15, 16
심새쓰다	[동사][방언]	VV	00_00_00	고민하다	15
심차다	[형용사][방언]	VA	00_00_00	힘차다	4, 8, 9, 15, 16, 18
심칫물	[명사][방언]	NNG	00_00_00	샘물	15
싯돌	[명사][방언]	NNG	01_00_00	숫돌	4, 6, 7, 8, 15, 16
싯두리	[명사][방언]	NNG	00_00_00	숫돌	15
싯둘	[명사][방언]	NNG	00_00_00	숫돌	8, 15
싯드리	[명사][방언]	NNG	00_00_00	숫돌	15
싱구다	[동사][방언]	VV	00_00_00	심다	4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 20
싱그럼	[명사][방언]	NNG	00_00_00	심부름	15
싱그롬	[명사][방언]	NNG	00_00_00	심부름	15
싱그름	[명사][방언]	NNG	00_00_00	심부름	4, 15
싱급다	[동사][방언]	VV	01_00_00	심다	15
싱퉝이	[부사][방언]	MAG	00_00_00	신통히	15
싸그랑비	[명사][방언]	NNG	00_00_01	가랑비	15
싸락비	[명사][방언]	NNG	00_00_01	가랑비	15
싸물싸물하다	[동사][방언]	VV	00_00_01	사물거리다	15
싸우	[명사][방언]	NNG	00_00_00	사위	4, 6, 7, 13, 14, 15, 16, 18, 20
싸위	[명사][방언]	NNG	00_00_00	사위	15, 16
싸이	[부사][방언]	MAG	03_00_00	몹시	15
싸이	[명사][방언]	NNG	01_00_00	사위	15, 16, 18
쌀눈	[명사][방언]	NNG	02_00_00	싸라기눈	7, 15
쌀잘기	[명사][방언]	NNG	00_00_00	쌀자루	15
쌀재	[명사][방언]	NNG	00_00_00	싸전쟁이	15, 16
쌍구질	[명사][방언]	NNG	00_00_00	쌍소리	15
쌍디	[명사][방언]	NNG	00_00_00	쌍둥이	6, 7, 12, 15, 16, 18, 20
쌍이	[부사][방언]	MAG	01_00_00	지독히	15, 16
쌍치	[명사][방언]	NNG	01_00_00	삼치	15
쌍치범	[명사][방언]	NNG	00_00_00	표범	15
쌔그라다	[동사][방언]	VV	00_00_00	쌔다	15
쌔금질하다	[동사][방언]	VV	00_00_00	새김질하다	15
쌔기	[부사][방언]	MAG	05_00_00	몹시	15
쌔기다	[동사][방언]	VV	01_00_00	새기다	7, 15, 16, 18, 20
쌔김질	[명사][방언]	NNG	00_00_00	새김질	4, 13, 14, 15
쌔김질하다	[동사][방언]	VV	00_00_00	새김질하다	4, 13, 14, 15
쌔드라다	[동사][방언]	VV	00_00_00	쌔다	15
쌔리나무	[명사][방언]	NNG	00_00_00	싸리나무	15
쌔미	[명사][방언]	NNG	00_00_00	쌈지	7, 15
쌔씨개	[명사][방언]	NNG	00_00_00	미치광이	15, 16, 18
쌔우다	[동사][방언]	VV	04_00_00	사양하다	15
쌔우적거리다	[동사][방언]	VV	00_00_00	알랑거리다	15
쌔쭉쌔쭉	[부사][방언]	MAG	00_00_00	샐쭉샐쭉	15
쌜눈	[명사][방언]	NNG	00_00_00	사팔뜨기	15
쌤자리	[명사][방언]	NNG	00_00_00	잠자리	4, 15
써개	[명사][방언]	NNG	00_00_00	서캐	4, 15, 16
써거리	[명사][방언]	NNG	02_00_00	소쿠리	15, 16
써박돌	[명사][방언]	NNG	00_00_00	푸석돌	15, 20
써으레	[명사][방언]	NNG	00_00_00	써레	8, 15
쎄우	[부사][방언]	MAG	00_00_00	되우	14, 15, 16
쎼루	[명사][방언]	NNG	01_00_00	세로	13, 14, 15, 16, 18, 19, 20
쎼루	[부사][방언]	MAG	02_00_00	세로	6, 7, 8, 9, 13, 14, 15, 16, 18, 19, 20
쎼우다	[동사][방언]	VV	00_00_00	쏘이다	15, 16, 18
쏘다	[동사][방언]	VV	02_00_00	누다	15, 16
쏘다	[동사][방언]	VV	03_00_00	쑤시다	15
쏘포	[명사][방언]	NNG	00_00_00	소포	15, 16, 18
쐐지	[명사][방언]	NNG	00_00_00	송아지	15
쑤시미	[명사][방언]	NNG	00_00_00	수세미	6, 8, 15
쑥다	[형용사][방언]	VA	00_00_00	쓰다	15
쑹	[명사][방언]	NNG	00_00_00	윷	14, 15, 16
쒸시다	[동사][방언]	VV	00_00_00	쑤시다	4, 8, 10, 15
쓍치	[명사][방언]	NNG	00_00_00	바보	15
쓰겁다	[형용사][방언]	VA	00_00_00	쓰다	15, 16
쓰다	[동사][방언]	VV	07_00_00	켜다	4, 5, 6, 7, 8, 11, 12, 15
쓰대다	[동사][방언]	VV	00_00_00	비비대다	15
쓰레뜨리	[부사][방언]	MAG	00_00_00	넌지시	15
쓰레미	[명사][방언]	NNG	00_00_00	쓰레기	15
쓰레박	[명사][방언]	NNG	00_00_00	쓰레받기	4, 10, 13, 14, 15
쓰를떼리	[부사][방언]	MAG	00_00_00	넌지시	15
쓰름데레	[부사][방언]	MAG	00_00_00	넌지시	15
쓰리뜨레	[부사][방언]	MAG	00_00_00	넌지시	15
쓱다	[형용사][방언]	VA	00_00_00	쓰다	15
쓸	[명사][방언]	NNG	00_00_00	여울	15, 16
씨	[명사][방언]	NNG	06_00_00	숱	15, 17
씨갓	[명사][방언]	NNG	00_00_00	씨앗	4, 6, 8, 14, 15, 16
씨구다	[형용사][방언]	VA	00_00_00	시다	15
씨굴다	[형용사][방언]	VA	00_00_00	시다	15
씨그럽다	[형용사][방언]	VA	02_00_00	시다	15
씨데데	[부사][방언]	MAG	00_00_00	털썩	15
씨래소니	[명사][방언]	NNG	00_00_00	스라소니	15
씨래송이	[명사][방언]	NNG	00_00_00	멍청이	15, 20
씨레소니	[명사][방언]	NNG	00_00_00	바보	15
씨리지	[명사][방언]	NNG	00_00_00	시래기	15
씨씨리	[명사][방언]	NNG	00_00_00	귀뚜라미	15
씨쭉씨쭉	[부사][방언]	MAG	00_00_00	실쭉실쭉	15
씰씨리	[명사][방언]	NNG	00_00_00	쓰르라미	15
씽취	[명사][방언]	NNG	00_00_00	바보	15
씽치	[명사][방언]	NNG	00_00_00	바보	15
아가우	[명사][방언]	NNG	00_00_01	아가위	4, 6, 7, 15
아게미	[명사][방언]	NNG	00_00_00	애어미	15
아굼치	[명사][방언]	NNG	00_00_00	아가미	15
아금지	[명사][방언]	NNG	01_00_00	아가미	4, 14, 15, 19
아깨	[명사][방언]	NNG	00_01_00	아까	4, 15, 16
아깨	[부사][방언]	MAG	00_02_00	아까	4, 15, 16
아께	[명사][방언]	NNG	01_00_00	아까	4, 15, 16, 18, 20
아께	[부사][방언]	MAG	02_00_00	아까	4, 15, 16, 18, 20
아끼	[명사][방언]	NNG	00_00_00	아우	15, 16
아나스럽다	[형용사][방언]	VA	00_00_00	미안스럽다	15, 16
아다메기	[명사][방언]	NNG	00_00_00	여드름	15
아두래기	[명사][방언]	NNG	00_00_00	가지	15
아드메기	[명사][방언]	NNG	00_00_00	여드름	15
아들메기	[명사][방언]	NNG	02_00_00	여드름	15
아따마다	[부사][방언]	MAG	00_00_00	이따금	15
아랫구태	[명사][방언]	NNG	00_00_00	아랫목	15
아링쥐	[명사][방언]	NNG	00_00_00	아랑주	15
아마이	[명사][방언]	NNG	00_00_00	할머니	15
아망이	[명사][방언]	NNG	00_00_00	할머니	15
아모리	[부사][방언]	MAG	01_00_00	아무리	10, 15
아모리	[감탄사][방언]	IC	02_00_00	아무리	10, 15
아무래미	[명사][방언]	NNG	00_00_00	아지랑이	15
아무레미	[명사][방언]	NNG	00_00_00	아지랑이	15
아바이	[명사][방언]	NNG	02_00_00	할아버지	15
아뱅이	[명사][방언]	NNG	01_00_00	아버지	15
아북	[명사][방언]	NNG	00_00_00	아욱	6, 7, 15, 16
아수쿠러하다	[형용사][방언]	VA	00_00_00	어슴푸레하다	15
아스	[명사][방언]	NNG	01_00_00	아우	15, 16
아스쿠러하다	[형용사][방언]	VA	00_00_00	아스라하다	15
아슴찮다	[형용사][방언]	VA	00_00_00	고맙다	15, 16
아슴채이다	[형용사][방언]	VA	00_00_00	고맙다	15
아슴채이타	[형용사][방언]	VA	00_00_00	고맙다	15, 16
아슴첂다	[형용사][방언]	VA	00_00_00	기특하다	15
아시나조	[명사][방언]	NNG	00_00_00	초저녁	15
아시당초	[명사][방언]	NNG	00_00_00	애초	4, 6, 15, 16
아심첂다	[형용사][방언]	VA	00_00_00	기특하다	15
아웁	[수사][관형사][방언]	NR	02_00_00	아홉	4, 15, 20
아으레	[명사][방언]	NNG	00_00_00	아흐레	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20
아은	[수사][관형사][방언]	NR	00_00_00	아흔	4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 18
아이꼽다	[형용사][방언]	VA	00_00_00	아니꼽다	7, 15, 20
아이다	[형용사][방언]	VA	01_00_00	아니다	6, 15, 16
아장귀	[명사][방언]	NNG	00_00_00	가장귀	4, 15
아재기	[명사][방언]	NNG	01_00_00	가지	15
아재비	[명사][방언]	NNG	02_00_02	고모부	15, 16
아재비	[명사][방언]	NNG	02_00_03	이모부	15, 16
아재비	[명사][방언]	NNG	02_00_01	작은아버지	6, 15, 16
아적	[명사][방언]	NNG	01_00_00	아침	6, 8, 10, 15, 16, 17
아주마이	[명사][방언]	NNG	00_00_00	아주머니	6, 15, 17
아주바니	[명사][방언]	NNG	00_00_00	아주버니	13, 14, 15, 16
아주바이	[명사][방언]	NNG	00_00_00	아저씨	15
아죽	[부사][방언]	MAG	00_00_00	아직	6, 7, 15, 16, 18, 20
아즈까리	[명사][방언]	NNG	00_00_00	아주까리	13, 14, 15, 16, 18, 19, 20
아즈마이	[명사][방언]	NNG	02_00_00	아주머니	6, 15, 16, 18, 20
아즈마이	[명사][방언]	NNG	01_00_00	작은어머니	15, 16, 18
아즈마이	[감탄사][방언]	IC	03_00_00	작은어머니	15, 16, 18
아즈미	[명사][방언]	NNG	00_00_00	고모	15, 16, 18
아즈바니	[명사][방언]	NNG	04_00_00	형부	14, 15, 16
아즈바이	[명사][방언]	NNG	00_00_01	아저씨	15, 16
아즈방이	[명사][방언]	NNG	00_00_00	숙부	15
아즉두라	[부사][방언]	MAG	00_00_00	아직	15, 16
아지라이	[명사][방언]	NNG	00_00_00	아지랑이	4, 6, 7, 8, 9, 11, 12, 15, 17
아지래이	[명사][방언]	NNG	00_00_00	아지랑이	4, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 18, 20
아지미	[명사][방언]	NNG	00_00_02	고모	15, 16
아지미	[명사][방언]	NNG	00_00_03	이모	15, 16
아지미	[명사][방언]	NNG	00_00_04	작은어머니	15, 16
아지바이	[명사][방언]	NNG	00_00_00	형부	15
아짜하다	[형용사][방언]	VA	00_00_00	아슬아슬하다	15
아차기	[명사][방언]	NNG	00_00_00	가지	15
아차끼	[명사][방언]	NNG	00_00_00	가지	15
아채기	[명사][방언]	NNG	01_00_00	가지	15, 16
아초매	[명사][방언]	NNG	00_00_00	포대기	15
아춤	[명사][방언]	NNG	00_00_00	아침	8, 15
아츨하다	[형용사][방언]	VA	00_00_00	아찔하다	15
아츰	[명사][방언]	NNG	00_00_00	아침	4, 5, 6, 8, 13, 14, 15, 16
아츰나조	[명사][방언]	NNG	00_00_00	아침저녁	15
아치	[명사][방언]	NNG	01_00_00	가지	4, 15, 16
아치까리	[명사][방언]	NNG	00_00_00	아주까리	15
아칙	[명사][방언]	NNG	01_00_00	아침	4, 5, 6, 8, 15, 17
아카지	[명사][방언]	NNG	00_00_00	가지	15
아쿠	[명사][방언]	NNG	00_00_00	낚싯줄	15
아후	[수사][관형사][방언]	NR	00_00_00	아홉	11, 12, 13, 14, 15, 16, 18, 19
아훕	[수사][관형사][방언]	NR	00_00_00	아홉	5, 6, 13, 14, 15, 16, 18, 19, 20
악아구리	[명사][방언]	NNG	00_00_00	악머구리	15
악제기	[명사][방언]	NNG	00_00_00	아가리	14, 15
악지질	[명사][방언]	NNG	00_00_00	악다구니	15
앆	[명사][방언]	NNG	00_00_00	아우	15, 16
안까니	[명사][방언]	NNG	00_00_00	아낙네	15
안까이	[명사][방언]	NNG	00_00_00	아낙네	15, 16
안깐	[명사][방언]	NNG	00_00_00	아낙네	15, 16
안깐이	[명사][방언]	NNG	00_00_00	아내	15, 16, 18
안답	[명사][방언]	NNG	00_00_00	용총줄	15
안주마이	[명사][방언]	NNG	00_00_00	안주머니	15
안주머이	[명사][방언]	NNG	00_00_00	안주머니	15
안쥐	[명사][방언]	NNG	00_00_00	안주	10, 15, 16
앉으뱅	[명사][방언]	NNG	00_00_00	앉은뱅이	15, 16
앉은뱅이꽃	[명사][방언]	NNG	00_00_02	채송화	4, 15
앉을방이	[명사][방언]	NNG	00_00_00	앉은뱅이	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17
앉을뱅이	[명사][방언]	NNG	00_00_00	앉은뱅이	5, 15, 16
앉이뱅	[명사][방언]	NNG	00_00_00	앉은뱅이	15, 16
알구다	[동사][방언]	VV	00_00_00	알리다	4, 13, 14, 15, 16
알귀다	[동사][방언]	VV	00_00_00	알리다	14, 15, 16
알기쇠	[명사][방언]	NNG	00_00_00	석쇠	13, 15
알쿠다	[동사][방언]	VV	00_00_00	알리다	15, 16
알퀴다	[동사][방언]	VV	00_00_00	알리다	15, 16
알키다	[동사][방언]	VV	00_00_00	알리다	8, 12, 15, 16
암케	[명사][방언]	NNG	00_00_00	암컷	15, 16, 18
암퀘	[명사][방언]	NNG	00_00_00	암컷	15, 16, 18
앙기발이	[명사][방언]	NNG	00_00_00	앙가발이	15
앙내	[명사][방언]	NNG	00_00_00	냇내	15
앙이꼽다	[형용사][방언]	VA	00_00_00	아니꼽다	15
앞잽이	[명사][방언]	NNG	00_00_00	앞잡이	5, 6, 7, 11, 13, 14, 15, 16, 18, 19, 20
앞초매	[명사][방언]	NNG	00_00_00	앞치마	13, 14, 15, 16, 18, 19, 20
앞치매	[명사][방언]	NNG	00_00_00	앞치마	6, 7, 8, 9, 15, 16, 18, 20
애가집	[명사][방언]	NNG	00_00_00	외갓집	15, 16
애기띠	[명사][방언]	NNG	00_00_00	포대기	15
애기씨	[명사][방언]	NNG	00_00_00	아기씨	4, 5, 8, 9, 11, 12, 15, 18
애까	[명사][방언]	NNG	00_00_00	아우	15
애꾼	[명사][방언]	NNG	00_00_00	말썽꾼	14, 15, 16, 19
애끼	[명사][방언]	NNG	00_00_00	아우	15, 16
애끼다	[동사][방언]	VV	00_00_00	아끼다	4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17
애끼동생	[명사][방언]	NNG	00_00_00	남동생	15
애끼성제	[명사][방언]	NNG	00_00_00	형제	15
애끼성지	[명사][방언]	NNG	00_00_00	형제	15
애끼우다	[동사][방언]	VV	00_00_00	빼앗기다	15, 16
애누까리	[명사][방언]	NNG	00_00_00	애꾸눈	15
애누깔	[명사][방언]	NNG	00_00_00	애꾸눈	15
애눈깔	[명사][방언]	NNG	00_00_00	애꾸	13, 15
애드름	[명사][방언]	NNG	00_00_00	여드름	14, 15
애디	[명사][방언]	NNG	00_00_00	오디	15, 20
애띠	[명사][방언]	NNG	00_00_00	포대기	15
애롭다	[형용사][방언]	VA	00_00_00	외롭다	5, 6, 8, 13, 14, 15, 18
애마르다	[동사][방언]	VV	00_00_00	애타다	15
애맷대가리	[명사][방언]	NNG	00_00_00	대머리	15
애미마르다	[동사][방언]	VV	00_00_00	애타다	15
애백스럽다	[형용사][방언]	VA	00_00_00	박정스럽다	6, 15
애손지	[명사][방언]	NNG	00_00_00	외손자	15, 16
애오	[감탄사][방언]	IC	01_00_00	아옹	15, 16
애이다	[형용사][방언]	VA	01_00_00	아니다	15, 16
애장간	[명사][방언]	NNG	00_00_00	야장간	4, 15
애하다	[형용사][방언]	VA	00_00_00	아깝다	15
액재하다	[형용사][방언]	VA	00_00_00	애꿎다	15
앤경	[명사][방언]	NNG	00_00_00	안경	4, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
앤매대가리	[명사][방언]	NNG	00_00_00	대머리	15
앤통	[명사][방언]	NNG	01_00_00	온통	13, 15, 16
앤통	[부사][방언]	MAG	02_00_00	온통	13, 15, 16
앳기우다	[동사][방언]	VV	00_00_00	앗기다	15, 16
앵뒤	[명사][방언]	NNG	01_00_00	앵두	15, 16, 18
앵디	[명사][방언]	NNG	00_00_00	앵두	15, 16, 18, 20
앵이꼽다	[형용사][방언]	VA	00_00_00	아니꼽다	15
야굼하다	[형용사][방언]	VA	00_00_00	얌전하다	15
야드래미	[명사][방언]	NNG	00_00_00	여드름	4, 13, 14, 15, 17, 19
야드름	[명사][방언]	NNG	00_00_00	여드름	4, 13, 15, 17
야든	[수사][방언]	NR	01_01_00	여든	4, 6, 8, 9, 13, 14, 15, 16, 17
야든	[수관형사][방언]	MMN	01_02_00	여든	4, 6, 8, 9, 13, 14, 15, 16, 17
야듧	[수사][방언]	NR	00_01_00	여덟	4, 15, 16
야듧	[수관형사][방언]	MMN	00_02_00	여덟	4, 15, 16
야라	[성상관형사][방언]	MMA	00_00_00	여러	15, 16
야래	[명사][방언]	NNG	02_00_00	여럿	15
약개	[명사][방언]	NNG	00_00_00	약과	15
약소캐	[명사][방언]	NNG	00_00_00	약솜	15
약손구락	[명사][방언]	NNG	00_00_00	약손가락	4, 8, 9, 11, 12, 15
약송진	[명사][방언]	NNG	00_00_00	껌	15
얄	[수사][방언]	NR	02_01_00	열	15, 16
얄	[수관형사][방언]	MMN	02_02_00	열	15, 16
얄매랍다	[형용사][방언]	VA	00_00_00	얄밉다	15
얄미럽다	[형용사][방언]	VA	00_00_00	얄밉다	15
양	[감탄사][방언]	IC	04_00_00	예	6, 7, 10, 15, 16
양갛다	[형용사][방언]	VA	00_00_00	포달지다	15
양쥐	[명사][방언]	NNG	00_00_00	내외	15, 16, 18
양지	[명사][방언]	NNG	02_00_00	얼굴	10, 13, 14, 15
양지질	[명사][방언]	NNG	00_00_00	양치질	15
양창	[명사][방언]	NNG	01_00_00	벼랑	15, 16
양채	[명사][방언]	NNG	00_00_00	벼랑	15, 16
양추질	[명사][방언]	NNG	00_00_00	양치질	4, 7, 8, 15
양취질	[명사][방언]	NNG	00_00_00	양치질	15
얘리	[명사][방언]	NNG	00_00_00	조기	14, 15
얘숙하다	[형용사][방언]	VA	00_00_00	야속하다	4, 13, 14, 15
얘장	[명사][방언]	NNG	00_00_00	야장	15, 16, 18, 20
얘장간	[명사][방언]	NNG	02_00_00	대장간	15, 16
얘장간	[명사][방언]	NNG	01_00_00	야장간	15, 16
얘장깐	[명사][방언]	NNG	00_00_00	대장간	15, 16
얠미럽다	[형용사][방언]	VA	00_00_00	얄밉다	15
어간니발	[명사][방언]	NNG	00_00_00	어금니	15, 16, 18
어김길	[명사][방언]	NNG	00_00_00	갈림길	15, 16
어끄나	[부사][방언]	MAG	00_00_00	겨우	15
어녕	[부사][방언]	MAG	00_00_00	진작	15
어느깔	[부사][방언]	MAG	00_00_00	어느새	15, 16
어느듯	[부사][방언]	MAG	00_00_00	어느덧	6, 7, 14, 15, 16, 18, 19, 20
어둡슬하다	[형용사][방언]	VA	00_00_00	어스레하다	15, 20
어둥불	[명사][방언]	NNG	00_00_00	모닥불	15, 16, 18
어디메	[대명사][방언]	NP	00_00_00	어디	14, 15, 16, 20
어떨하다	[형용사][방언]	VA	00_00_00	얼뜨다	15
어뜰하다	[형용사][방언]	VA	00_00_00	얼뜨다	15
어띠	[부사][방언]	MAG	00_00_00	어찌	13, 14, 15, 16, 18
어러이	[명사][방언]	NNG	01_00_00	어른	15, 20
어럽다	[형용사][방언]	VA	01_00_00	어지럽다	15
어령이	[부사][방언]	MAG	00_00_00	어련히	15
어루먹이다	[동사][방언]	VV	00_00_00	발라맞추다	15
어르석다	[형용사][방언]	VA	00_00_00	어리석다	15, 16, 18
어른아	[명사][방언]	NNG	02_00_00	어린애	6, 7, 12, 13, 14, 15, 16, 18
어름	[명사][방언]	NNG	04_00_00	어림	7, 15
어린아	[명사][방언]	NNG	01_00_00	아기	6, 15, 16
어린아	[명사][방언]	NNG	02_00_00	어린애	4, 6, 7, 8, 9, 12, 15, 20
어립다	[형용사][방언]	VA	00_00_00	어지럽다	15
