표제어	품사	세종태그	어깨번호	뜻풀이	지역
쇠주	[명사][방언]	NNG	00_00_00	소주	4, 5, 6, 8, 9, 11, 12, 13, 15, 17, 18
쇠죽주걱	[명사][방언]	NNG	00_00_00	쇠죽바가지	5
쇠지지랑물	[명사][방언]	NNG	00_00_00	지지랑물	5
쇠통	[부사][방언]	MAG	04_00_02	온통	5, 15
쇠파눌	[명사][방언]	NNG	00_00_00	혓바늘	5
쇡겡	[명사][방언]	NNG	00_00_00	석경	5
쇡경	[명사][방언]	NNG	00_00_00	석경	4, 5, 9, 11, 14, 16
쇡히다	[동사][방언]	VV	00_00_00	속이다	5, 14
쇳대	[명사][방언]	NNG	00_00_00	열쇠	4, 5, 6, 7, 8, 9, 11, 15, 16
쇳바눌	[명사][방언]	NNG	00_00_00	혓바늘	4, 5, 12
쇳바늘	[명사][방언]	NNG	00_00_00	혓바늘	5, 12
쇼이뿔	[명사][방언]	NNG	00_00_00	쇠뿔	5
수가마	[명사][방언]	NNG	00_00_00	가마	4, 5
수구막이	[명사][방언]	NNG	01_00_00	장승	5, 11, 12
수나랍다	[형용사][방언]	VA	00_00_00	쉽다	5
수돌쪼구	[명사][방언]	NNG	00_00_00	수톨쩌귀	5
수돌쪼귀	[명사][방언]	NNG	00_00_00	수톨쩌귀	5
수돌쬐기	[명사][방언]	NNG	00_00_00	수톨쩌귀	5
수문쩌귀	[명사][방언]	NNG	00_00_00	수톨쩌귀	5
수수때이	[명사][방언]	NNG	00_00_00	수숫대	4, 5, 6, 7, 8, 9, 11, 12
수수미	[명사][방언]	NNG	00_00_00	수수쌀	5
수숫댕	[명사][방언]	NNG	00_00_00	수숫대	5
수쉐	[명사][방언]	NNG	00_00_00	수쇠	5
수스꼬끼	[명사][방언]	NNG	00_00_00	수수께끼	5
수제비국	[명사][방언]	NNG	00_00_00	수제비	4, 5
수제빗국	[명사][방언]	NNG	00_00_00	수제비	5
수지깽이	[명사][방언]	NNG	00_00_00	수수깡	5
수지두리	[명사][방언]	NNG	00_00_00	수톨쩌귀	5
수지비	[명사][방언]	NNG	03_00_00	수제비	5, 6, 7, 8, 9, 11, 12
수챗구녁	[명사][방언]	NNG	00_00_00	수챗구멍	5, 8, 9
수챗구녕	[명사][방언]	NNG	00_00_00	수챗구멍	4, 5, 6, 8, 11
수챗구먹	[명사][방언]	NNG	00_00_00	수챗구멍	5
수코앵이	[명사][방언]	NNG	00_00_00	수고양이	5
수콩	[명사][방언]	NNG	00_00_00	수꿩	5
수쾌이	[명사][방언]	NNG	00_00_00	수고양이	4, 5
수퀘이	[명사][방언]	NNG	00_00_00	수고양이	5
수톨쪼구	[명사][방언]	NNG	00_00_00	수톨쩌귀	5
수톨쪼귀	[명사][방언]	NNG	00_00_00	수톨쩌귀	5
숟	[명사][방언]	NNG	02_00_00	숯	4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17
술래잽기	[명사][방언]	NNG	00_00_00	술래잡기	5
술륙	[명사][방언]	NNG	00_00_00	수레	5
숨바꾹질	[명사][방언]	NNG	00_00_00	숨바꼭질	4, 5, 11, 12
숨키막키	[명사][방언]	NNG	00_00_00	숨바꼭질	5
숩꿩	[명사][방언]	NNG	00_00_00	수꿩	5, 9
숫가마	[명사][방언]	NNG	00_00_00	숯가마	5
숫돌쪼귀	[명사][방언]	NNG	00_00_00	수톨쩌귀	5
숫돌쪼기	[명사][방언]	NNG	00_00_00	수톨쩌귀	5
숫중쉐	[명사][방언]	NNG	00_00_00	수쇠	5
숭끼때기	[명사][방언]	NNG	00_00_00	숨바꼭질	5
숭님	[명사][방언]	NNG	00_00_00	숭늉	4, 5, 6, 8, 11
숭물	[명사][방언]	NNG	00_00_00	엄살	5, 9
숭아	[명사][방언]	NNG	00_00_00	숭어	5, 13, 17
숯구덩이	[명사][방언]	NNG	00_00_00	숯가마	5
숯꺼뎅이	[명사][방언]	NNG	00_00_00	숯	5
숯꺼멩이	[명사][방언]	NNG	00_00_00	숯	5
숯꺼명	[명사][방언]	NNG	00_00_00	숯	5
숯무지	[명사][방언]	NNG	00_00_00	숯가마	5
숯잉걸	[명사][방언]	NNG	00_00_00	불잉걸	5
쉐고기	[명사][방언]	NNG	00_00_00	쇠고기	5, 8, 10
쉐궤기	[명사][방언]	NNG	00_00_00	쇠고기	5, 10
쉐꼬리	[명사][방언]	NNG	00_00_00	쇠꼬리	5
쉐다	[동사][방언]	VV	01_00_00	쇠다	5, 6, 8, 11, 12, 15, 16, 18
쉐대가리	[명사][방언]	NNG	00_00_00	쇠머리	5, 10
쉐망	[명사][방언]	NNG	00_00_00	부리망	5
쉐머리	[명사][방언]	NNG	00_00_00	쇠머리	5, 11
쉐물바가지	[명사][방언]	NNG	00_00_00	쇠죽바가지	5
쉐물솟	[명사][방언]	NNG	00_00_00	가마솥	5
쉐슬다	[동사][방언]	VV	00_00_00	쉬슬다	5
쉐시랭이	[명사][방언]	NNG	00_00_00	세숫대야	4, 5, 6, 7, 8, 9, 10, 11, 12
쉑경	[명사][방언]	NNG	00_00_00	석경	5, 13, 14, 19
쉬깔기다	[동사][방언]	VV	00_00_00	쉬슬다	5, 11
쉬깔리다	[동사][방언]	VV	00_00_00	쉬슬다	5, 9, 11, 12
쉬꾸뎅이	[명사][방언]	NNG	00_00_00	수렁	4, 5
쉬실다	[동사][방언]	VV	00_00_00	쉬슬다	5, 8, 9, 11, 12
쉬씰다	[동사][방언]	VV	00_00_00	쉬슬다	4, 5, 6, 10, 12
쉬엄	[명사][방언]	NNG	00_00_00	수염	5, 12
쉬엠	[명사][방언]	NNG	00_00_00	수염	5
쉬염	[명사][방언]	NNG	00_00_00	수염	5, 8, 9, 12
쉬옴	[명사][방언]	NNG	00_00_00	수염	5, 8, 9
쉼기다	[동사][방언]	VV	01_00_00	숨기다	4, 5, 8, 9, 11, 12, 15, 16
슈인	[수사][관형사][방언]	NR	00_00_00	쉰	5
스께	[명사][방언]	NNG	00_00_00	썰매	5
스랑	[명사][방언]	NNG	00_00_00	사위	5
스속	[명사][방언]	NNG	00_00_00	조	4, 5
스숙밥	[명사][방언]	NNG	00_00_00	조밥	5, 6, 9, 12
스숙쌀	[명사][방언]	NNG	00_00_00	좁쌀	5, 6, 9, 11, 12
스슥	[명사][방언]	NNG	01_00_00	조	5, 8, 9, 11, 12
슥동무니	[명사][방언]	NNG	00_00_00	석동무니	5, 12
슥동무지	[명사][방언]	NNG	00_00_00	석동무니	5
슨샘	[명사][방언]	NNG	00_00_00	박우물	5
슨하다	[형용사][방언]	VA	02_00_00	시원하다	5
슫달	[명사][방언]	NNG	00_00_00	섣달	4, 5, 11, 12, 18
슫달그믐	[명사][방언]	NNG	00_00_00	섣달그믐	4, 5, 11
슫달그믐날	[명사][방언]	NNG	00_00_00	섣달그믐	4, 5, 9, 11
슫달금믐날	[명사][방언]	NNG	00_00_00	섣달그믐	5, 12
슬엄	[명사][방언]	NNG	00_00_00	설움	4, 5, 9, 12
슬움	[명사][방언]	NNG	00_00_00	설움	4, 5, 9, 12
슬음	[명사][방언]	NNG	00_00_00	설움	5, 9, 11, 12
슬푸다	[형용사][방언]	VA	00_00_00	슬프다	5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 18, 19, 20
슷다	[동사][방언]	VV	00_00_00	씻다	5
승냥쟁이	[명사][방언]	NNG	00_00_00	대장장이	5, 11
시구이창	[명사][방언]	NNG	00_00_00	개골창	5
시궁착	[명사][방언]	NNG	00_00_00	시궁창	5
시그럽다	[형용사][방언]	VA	00_00_00	시다	5, 6, 7
시깔기다	[동사][방언]	VV	00_00_00	쉬슬다	5
시깔리다	[동사][방언]	VV	00_00_00	쉬슬다	5
시꾸래미	[명사][방언]	NNG	00_00_00	새끼	5
시누님	[명사][방언]	NNG	00_00_00	시누이	5
시다	[형용사][방언]	VA	04_00_00	심하다	5
시도령	[명사][방언]	NNG	00_00_00	시동생	5
시동상	[명사][방언]	NNG	00_00_00	시동생	4, 5, 6, 7, 9, 11
시라구이	[명사][방언]	NNG	00_00_00	시래기	5
시라기	[명사][방언]	NNG	00_00_00	시래기	5, 7, 11, 16
시라미	[명사][방언]	NNG	00_00_00	시로미	5, 10
시루밋	[명사][방언]	NNG	00_00_00	시룻밑	5, 9, 11, 12
시루및	[명사][방언]	NNG	00_00_00	시룻밑	4, 5, 7, 12
시루밑	[명사][방언]	NNG	00_00_00	시룻밑	4, 5, 7, 9, 11, 12
시루밑방석	[명사][방언]	NNG	00_00_00	시룻방석	5
시루번	[명사][방언]	NNG	00_00_00	시룻번	5, 6, 9, 11
시루벤	[명사][방언]	NNG	00_00_00	시룻번	5
시루볜	[명사][방언]	NNG	00_00_00	시룻번	5
시룻빈	[명사][방언]	NNG	00_00_00	시룻번	5, 8, 9
시릿분	[명사][방언]	NNG	00_00_00	시룻번	5
시릿빈	[명사][방언]	NNG	00_00_00	시룻번	5, 8, 9
시문사	[명사][방언]	NNG	00_00_00	신문사	5, 18
시므다	[동사][방언]	VV	00_00_00	심다	4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19
시숫대	[명사][방언]	NNG	00_00_00	세숫대야	4, 5, 7, 8, 11, 12
시숫대야	[명사][방언]	NNG	00_00_00	세숫대야	5, 7, 11
시숫대화	[명사][방언]	NNG	00_00_00	세숫대야	5
시숫비누	[명사][방언]	NNG	00_00_00	세숫비누	4, 5, 8, 9, 11, 12, 18
시아버니	[명사][방언]	NNG	00_00_00	시아버님	4, 5
시아지베	[명사][방언]	NNG	00_00_00	시아주버니	5
시아지베이	[명사][방언]	NNG	00_00_00	시아주버니	5
시악시	[명사][방언]	NNG	00_00_00	색시	5, 8
시약시	[명사][방언]	NNG	00_00_00	색시	5
시언하다	[형용사][방언]	VA	00_00_00	시원하다	4, 5, 6, 7, 8, 9, 10, 11, 12
시엄	[명사][방언]	NNG	01_00_00	수염	5, 11
시엄	[명사][방언]	NNG	03_00_00	시험	5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20
시엄	[명사][방언]	NNG	02_00_00	헤엄	4, 5, 7, 8, 9, 11, 12, 13, 14, 18, 20
시욤	[명사][방언]	NNG	00_00_00	수염	5
시컨	[부사][방언]	MAG	00_00_00	실컷	5
시탁비누	[명사][방언]	NNG	00_00_00	세탁비누	5
시푸다	[형용사][보조][방언]	VX	00_00_00	싶다	4, 5, 6, 7, 8, 11, 12
시헌하다	[형용사][방언]	VA	00_00_00	시원하다	5
시훤하다	[형용사][방언]	VA	00_00_00	시원하다	5
시흔	[수사][관형사][방언]	NR	00_00_00	쉰	5, 12
식혀	[명사][방언]	NNG	00_00_00	식혜	5
신끼다	[동사][방언]	VV	00_00_00	신기다	5, 6, 8, 11, 12
신우대	[명사][방언]	NNG	00_00_02	식대	5
신체	[명사][방언]	NNG	01_00_00	시신	5
실거머니	[부사][방언]	MAG	00_00_00	슬그머니	5, 6, 18
실궘	[명사][방언]	NNG	00_00_00	시렁	4, 5, 7, 12
실궝가래	[명사][방언]	NNG	00_00_00	시렁가래	5
실따	[동사][방언]	VV	00_00_00	싣다	4, 5, 6, 7, 8, 9, 10, 11, 12
실렁	[명사][방언]	NNG	00_00_00	시렁	5
실렁가래	[명사][방언]	NNG	00_00_00	시렁가래	5
실렁까리	[명사][방언]	NNG	00_00_00	시렁	5
실령	[명사][방언]	NNG	00_00_00	시렁	5
실며시	[부사][방언]	MAG	00_00_00	슬며시	5
실쓰다	[동사][방언]	VV	00_00_00	실켜다	4, 5, 6, 7, 8, 9, 11, 12, 15
실이	[부사][방언]	MAG	00_00_00	실히	5, 10, 12
심	[명사][방언]	NNG	04_00_00	숨	5
심구다	[동사][방언]	VV	00_00_00	심다	4, 5, 11, 12, 15, 16
심님	[명사][방언]	NNG	00_00_00	여승	5
심배기	[명사][방언]	NNG	00_00_00	씀바귀	5
심버럼꾼	[명사][방언]	NNG	00_00_00	심부름꾼	5, 7, 8, 9, 15, 16, 18, 20
싯째손구락	[명사][방언]	NNG	00_00_00	가운뎃손가락	5
싱구다	[동사][방언]	VV	00_00_00	심다	4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 20
싱낭나무	[명사][방언]	NNG	00_00_00	신나무	5
싱낭이	[명사][방언]	NNG	00_00_00	승냥이	5, 18
싱다	[동사][방언]	VV	00_00_00	심다	5, 9, 11
싸도토리	[명사][방언]	NNG	00_00_00	떡갈나무	5
싸레기	[명사][방언]	NNG	04_00_00	쓰레기	5, 8, 9
싸루문	[명사][방언]	NNG	00_00_00	사립문	5
싸리짝문	[명사][방언]	NNG	00_00_00	사립문	5, 6, 7, 17, 20
싸비질	[명사][방언]	NNG	00_00_00	도둑질	5
싹장	[명사][방언]	NNG	00_00_00	사립문	5
쌀버러지	[명사][방언]	NNG	00_00_00	쌀벌레	5, 8, 9, 11
쌀벌러지	[명사][방언]	NNG	00_00_00	쌀벌레	5
쌂다	[동사][방언]	VV	00_00_00	삶다	4, 5, 6, 7, 8, 9, 11, 12, 20
쌈이	[명사][방언]	NNG	00_00_00	쌈지	5
쌍가르마	[명사][방언]	NNG	00_00_00	쌍가마	5
쌍거리	[명사][방언]	NNG	00_00_00	극젱이	5
쌍둥내	[명사][방언]	NNG	00_00_00	쌍둥이	5
쌔비질	[명사][방언]	NNG	00_00_00	도둑질	5
쌰	[명사][방언]	NNG	00_00_00	씨아	5
썩	[접사][방언]	XSN	03_00_00	-씩	5, 6, 7, 8
썩은물	[명사][방언]	NNG	00_00_00	지지랑물	5, 6
쎄이	[명사][방언]	NNG	00_00_00	씨아	5
쎅히다	[동사][방언]	VV	02_00_00	썩히다	4, 5, 9, 11, 12
쏘고리	[명사][방언]	NNG	01_00_00	발채	5
쏘고리	[명사][방언]	NNG	02_00_00	소쿠리	5
쏘낙비	[명사][방언]	NNG	00_00_00	소낙비	4, 5, 6, 7, 8, 9, 11, 12
쏘주	[명사][방언]	NNG	00_00_00	소주	4, 5, 6, 7, 9, 11, 12, 20
쏙쌔	[명사][방언]	NNG	00_00_00	씀바귀	4, 5
쏠매	[명사][방언]	NNG	00_00_00	썰매	5
쐐리	[명사][방언]	NNG	00_00_00	쐐기	5
쐐알	[명사][방언]	NNG	00_00_00	쐐기	5
쐘	[명사][방언]	NNG	00_00_00	쐐기	5
쐬	[명사][방언]	NNG	00_00_00	씨아	5
쑤수	[명사][방언]	NNG	00_00_00	수수	5, 6, 8, 9, 11, 12
쒸래기	[명사][방언]	NNG	00_00_00	시래기	5
쒸염	[명사][방언]	NNG	00_00_00	수염	5
쓰께또	[명사][방언]	NNG	00_00_00	썰매	4, 5, 8, 9, 11, 12
쓰다	[동사][방언]	VV	07_00_00	켜다	4, 5, 6, 7, 8, 11, 12, 15
쓰라기	[명사][방언]	NNG	00_00_00	시래기	5
쓰라기죽	[명사][방언]	NNG	00_00_00	시래기죽	5
쓰래기	[명사][방언]	NNG	00_00_00	시래기	5, 8, 11
쓰래기죽	[명사][방언]	NNG	00_00_00	시래기죽	5
쓰리미	[명사][방언]	NNG	00_00_00	쓰르라미	5
쓷달그믐날	[명사][방언]	NNG	00_00_00	섣달그믐	5
씀바구니	[명사][방언]	NNG	00_00_00	씀바귀	4, 5, 6, 7
씀바기	[명사][방언]	NNG	00_00_00	씀바귀	4, 5, 8, 11, 12
씀바퀴	[명사][방언]	NNG	00_00_00	씀바귀	5, 9
씃다	[동사][방언]	VV	00_00_00	씻다	5, 8, 16
씨라구	[명사][방언]	NNG	00_00_00	시래기	5
씨라기	[명사][방언]	NNG	00_00_00	시래기	5, 11
씨라리다	[형용사][방언]	VA	00_00_00	쓰라리다	4, 5, 7, 8, 9, 18, 20
씨래	[명사][방언]	NNG	00_00_00	쓸개	4, 5, 6, 7, 8, 12
씨래귀	[명사][방언]	NNG	00_00_00	시래기	5
씨래기	[명사][방언]	NNG	00_00_00	시래기	4, 5, 6, 7, 8, 9, 10, 11, 12
씨러지다	[동사][방언]	VV	00_00_00	쓰러지다	4, 5, 6, 7, 8, 9, 10, 18, 20
씨레기	[명사][방언]	NNG	00_00_00	쓰레기	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 20
씨렉	[명사][방언]	NNG	00_00_00	쓰레기	5
씨리기	[명사][방언]	NNG	00_00_00	쓰레기	5, 9, 12
씨아갈비	[명사][방언]	NNG	00_00_00	갈비뼈	5
씰개	[명사][방언]	NNG	01_00_00	쓸개	4, 5, 6, 7, 8, 9, 11, 12, 13, 17, 18, 20
씸바귀	[명사][방언]	NNG	00_00_00	씀바귀	5, 7, 11
씸바기	[명사][방언]	NNG	00_00_00	씀바귀	5
씸배	[명사][방언]	NNG	00_00_00	씀바귀	5, 12
씻키다	[동사][방언]	VV	00_00_00	씻기다	4, 5
아가오	[명사][방언]	NNG	00_00_00	아그배	5
아감지	[명사][방언]	NNG	01_00_00	아가미	4, 5, 6, 8
아개나무	[명사][방언]	NNG	00_00_00	아가위나무	5
아개미	[명사][방언]	NNG	00_00_00	아가미	4, 5, 6, 8, 9, 11, 16
아개배	[명사][방언]	NNG	00_00_00	아그배	5, 11
아공지	[명사][방언]	NNG	00_00_00	아궁이	5
아구녁	[명사][방언]	NNG	00_00_00	아궁이	5, 17
아국쟁이	[명사][방언]	NNG	00_00_00	아궁이	4, 5, 13, 17
아굼	[명사][방언]	NNG	00_00_00	아가미	5
아귕이	[명사][방언]	NNG	00_00_00	아궁이	5, 11, 12
아그미	[명사][방언]	NNG	00_00_00	아가미	5, 8, 11, 12
아래눈썹	[명사][방언]	NNG	00_00_00	아랫눈썹	5, 8
아래쉬엄	[명사][방언]	NNG	00_00_00	아랫수염	5
아랫쉬옴	[명사][방언]	NNG	00_00_00	아랫수염	5, 9
아랫시욤	[명사][방언]	NNG	00_00_00	아랫수염	5, 8
아랫입살	[명사][방언]	NNG	00_00_00	아랫입술	5
아랫입설	[명사][방언]	NNG	00_00_00	아랫입술	5, 8, 9, 12
아레	[명사][방언]	NNG	00_00_00	아흐레	4, 5, 6, 7, 8, 11, 12, 14, 18, 19, 20
아루쇠	[명사][방언]	NNG	00_00_00	다리쇠	4, 5
아마위	[명사][방언]	NNG	00_00_00	방한모	5
아버니	[명사][방언]	NNG	00_00_00	아버지	4, 5, 8, 13, 14, 19
아부님	[명사][방언]	NNG	00_00_00	아버님	5, 6, 8
아시	[명사][방언]	NNG	02_00_01	애벌	5, 6, 7, 11, 12
아시빨래	[명사][방언]	NNG	00_00_00	애벌빨래	5, 6, 11, 12
아오	[명사][방언]	NNG	00_00_00	아우	5, 11, 12
아우동새	[명사][방언]	NNG	00_00_00	올케	5
아으레	[명사][방언]	NNG	00_00_00	아흐레	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20
아읍	[수사][관형사][방언]	NR	00_00_00	아홉	5, 13, 14, 19
아이빨래	[명사][방언]	NNG	00_00_00	애벌빨래	5, 12
아이씨	[명사][방언]	NNG	00_00_00	아저씨	4, 5
아주머이	[명사][방언]	NNG	00_00_00	아주머니	4, 5, 6
아주버이	[명사][방언]	NNG	00_00_00	아주버니	4, 5, 6, 16
아주번님	[명사][방언]	NNG	00_00_00	아주버님	5, 11
아지손구락	[명사][방언]	NNG	00_00_00	집게손가락	5
아척	[명사][방언]	NNG	01_00_00	아침	4, 5, 7
아츰	[명사][방언]	NNG	00_00_00	아침	4, 5, 6, 8, 13, 14, 15, 16
아칙	[명사][방언]	NNG	01_00_00	아침	4, 5, 6, 8, 15, 17
아침복새	[명사][방언]	NNG	00_00_00	아침노을	5
아침북새	[명사][방언]	NNG	00_00_00	아침노을	5, 6, 8, 9, 11
아훕	[수사][관형사][방언]	NR	00_00_00	아홉	5, 6, 13, 14, 15, 16, 18, 19, 20
안꿩	[명사][방언]	NNG	00_00_00	암꿩	5, 18
안눈썹	[명사][방언]	NNG	00_00_00	속눈썹	5
안적	[부사][방언]	MAG	01_00_00	아직	5
안팍	[부사][방언]	MAG	00_00_00	워낙	5
앉을방이	[명사][방언]	NNG	00_00_00	앉은뱅이	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17
앉을뱅이	[명사][방언]	NNG	00_00_00	앉은뱅이	5, 15, 16
앉일뱅이	[명사][방언]	NNG	00_00_00	앉은뱅이	5
알맞치	[부사][방언]	MAG	00_00_00	알맞추	5
암돌쪼구	[명사][방언]	NNG	00_00_00	암톨쩌귀	4, 5, 6, 8, 9, 12
암돌쪼귀	[명사][방언]	NNG	00_00_00	암톨쩌귀	5
암돌쪼기	[명사][방언]	NNG	00_00_00	암톨쩌귀	4, 5, 11
암돌쬐기	[명사][방언]	NNG	00_00_00	암톨쩌귀	5
암마	[부사][방언]	MAG	00_00_00	아마	5
암문쩌귀	[명사][방언]	NNG	00_00_00	암톨쩌귀	5
암세	[명사][방언]	NNG	02_00_00	암쇠	5, 6, 11
암쇄	[명사][방언]	NNG	02_00_00	암쇠	4, 5, 7, 11
암쉐	[명사][방언]	NNG	02_00_00	암쇠	5
암중쇄	[명사][방언]	NNG	00_00_00	암쇠	5
암청	[명사][방언]	NNG	00_00_00	암내	5
암코앵이	[명사][방언]	NNG	00_00_00	암고양이	5
암코얘이	[명사][방언]	NNG	00_00_00	암고양이	5
암쾌이	[명사][방언]	NNG	00_00_00	암고양이	4, 5
암쾡이	[명사][방언]	NNG	00_00_00	암고양이	4, 5, 9, 11
암퀭이	[명사][방언]	NNG	00_00_00	암고양이	5
암탁	[명사][방언]	NNG	00_00_00	암탉	4, 5, 6, 8, 10, 11, 12
