표제어	품사	세종태그	어깨번호	뜻풀이	지역
가맷보	[명사][방언]	NNG	00_00_00	들보	15, 16
가맷전	[명사][방언]	NNG	00_00_00	부뚜막	15, 16
가무기	[명사][방언]	NNG	00_00_00	갈까마귀	16
가무때기	[명사][방언]	NNG	00_00_00	안주인	16
가무지	[명사][방언]	NNG	00_00_00	깜부기	15, 16
가문기	[명사][방언]	NNG	00_00_00	갈가마귀	15, 16
가분데	[명사][방언]	NNG	00_00_00	가운데	6, 7, 16
가비	[명사][방언]	NNG	01_00_00	바지	15, 16
가비매개	[명사][방언]	NNG	00_00_00	대님	16, 18
가빗도리	[명사][방언]	NNG	00_00_00	속바지	16
가뿌다	[형용사][방언]	VA	00_00_00	가쁘다	6, 8, 10, 16
가뿌다	[형용사][방언]	VA	01_00_00	괴롭다	16
가사하다	[형용사][방언]	VA	00_00_00	굼뜨다	16
가새다리	[명사][방언]	NNG	00_00_00	가위다리	4, 5, 7, 8, 9, 13, 15, 16, 18, 20
가새바지	[명사][방언]	NNG	00_00_00	가시아버지	16
가새비	[명사][방언]	NNG	00_00_00	가시아비	15, 16
가세미	[명사][방언]	NNG	00_00_00	장모	15, 16
가세애비	[명사][방언]	NNG	00_00_00	가시아비	16
가세에미	[명사][방언]	NNG	00_00_00	가시어미	16
가수어미	[명사][방언]	NNG	00_00_00	가시어미	16
