표제어	품사	세종태그	어깨번호	뜻풀이	지역
보수락비	[명사][방언]	NNG	00_00_01	가랑비	13, 14
보수레기	[명사][방언]	NNG	00_00_00	부스러기	13, 14, 19
보쉽	[명사][방언]	NNG	00_00_00	보습	13, 14
보스락비	[명사][방언]	NNG	00_00_00	보슬비	13, 14, 15, 19, 20
보에주다	[동사][방언]	VV	00_00_00	가르치다	13, 14
보쿠리침	[명사][방언]	NNG	00_00_00	얼음지치기	13, 14, 18
복두가니뼈	[명사][방언]	NNG	00_00_00	복사뼈	13, 14, 19
복사뻬	[명사][방언]	NNG	00_00_00	복사뼈	4, 5, 11, 13, 14, 19
복새	[명사][방언]	NNG	04_00_00	복숭아	13, 14, 15, 16
복새뻬	[명사][방언]	NNG	00_00_00	복사뼈	13, 14, 15
복솨	[명사][방언]	NNG	00_00_00	복숭아	13
복써우쪼각	[명사][방언]	NNG	00_00_00	성엣장	13, 14
복커리	[명사][방언]	NNG	00_00_00	복더위	13, 14
본고당	[명사][방언]	NNG	00_00_00	본고장	13, 14
본데기	[명사][방언]	NNG	00_00_00	번데기	4, 8, 13, 14, 17
본미	[명사][방언]	NNG	00_00_00	좁쌀	13, 14
볼다구	[명사][방언]	NNG	00_00_00	볼때기	5, 13, 14, 17
볼따구	[명사][방언]	NNG	00_00_00	볼따구니	4, 5, 6, 9, 11, 13, 14, 17
볼따구이	[명사][방언]	NNG	00_00_00	볼따구니	13
볼따귀	[명사][방언]	NNG	00_00_00	볼때기	13, 14, 17
볼타구	[명사][방언]	NNG	00_00_00	볼따구니	13, 14
봇짐당사	[명사][방언]	NNG	00_00_00	봇짐장사	13
봇짐당시	[명사][방언]	NNG	00_00_00	봇짐장사	13
봉매말	[명사][방언]	NNG	00_00_00	수말	13, 14
봉사	[명사][방언]	NNG	02_00_00	복숭아	13, 14
봉사꽃	[명사][방언]	NNG	00_00_00	봉선화	8, 9, 11, 13, 14
봉쇄	[명사][방언]	NNG	01_00_00	봉선화	13, 14
봉쇄꽃	[명사][방언]	NNG	01_00_00	복숭아꽃	13
봉쇄꽃	[명사][방언]	NNG	02_00_00	봉숭아	13
봉알	[명사][방언]	NNG	02_00_00	봉오리	13
봉퉁다리	[명사][방언]	NNG	00_00_00	봉충다리	13, 14
부	[명사][방언]	NNG	03_00_00	북	13, 14, 17
부꾸럽다	[형용사][방언]	VA	00_00_00	부끄럽다	5, 6, 8, 12, 13, 14, 16, 18, 19
부끄름	[명사][방언]	NNG	00_00_00	부끄럼	13
부끈히	[부사][방언]	MAG	00_00_00	능히	13
부너	[명사][방언]	NNG	00_00_00	부녀	13, 14, 19
부다끼다	[동사][방언]	VV	00_00_00	부대끼다	13, 14
부닥티다	[동사][방언]	VV	00_00_00	부닥치다	13, 14
부담키다	[동사][방언]	VV	00_00_00	부둥키다	13
부두깨이	[명사][방언]	NNG	00_00_00	부지깽이	13
부두질	[명사][방언]	NNG	00_00_00	투레질	13, 14
부둑깨이	[명사][방언]	NNG	00_00_00	부지깽이	13
부디기수	[명사][방언]	NNG	00_00_00	부지기수	13, 14
부디깽이	[명사][방언]	NNG	00_00_00	부지깽이	13, 14
부러디다	[동사][방언]	VV	00_00_00	부러지다	13, 14
부르띠다	[동사][방언]	VV	00_00_00	부릅뜨다	13, 14
부막	[명사][방언]	NNG	00_00_00	부뚜막	13, 14
부막장	[명사][방언]	NNG	00_00_00	부뚜막	13, 14, 19
부삽	[명사][방언]	NNG	03_00_00	보습	13
부수	[명사][방언]	NNG	01_00_00	부시	10, 13, 14
부수러디다	[동사][방언]	VV	00_00_00	부스러지다	13, 14
부수럭기리다	[동사][방언]	VV	00_00_00	부스럭거리다	13, 14
부수레미	[명사][방언]	NNG	00_00_00	부스럼	4, 5, 12, 13, 14, 19
부숫깃	[명사][방언]	NNG	00_00_00	부싯깃	4, 13, 14, 19
부스라뜨리다	[동사][방언]	VV	00_00_00	부스러뜨리다	13
부스라지다	[동사][방언]	VV	00_00_00	부서지다	13, 14
부스렘	[명사][방언]	NNG	00_00_00	부스럼	7, 9, 13, 14, 16, 19
부시대다	[동사][방언]	VV	00_00_00	부스대다	6, 13, 14
부에잡다	[동사][방언]	VV	00_00_00	부여잡다	13, 14
부옄	[명사][방언]	NNG	00_00_00	부엌	13, 14, 19
부잰째리	[명사][방언]	NNG	00_00_00	잠자리	13
부적아구리	[명사][방언]	NNG	00_00_00	아궁이	6, 13
부주런하다	[형용사][방언]	VA	00_00_00	부지런하다	13, 14, 15, 16, 18, 19
부주른히	[부사][방언]	MAG	00_00_00	부지런히	13
부지깨이	[명사][방언]	NNG	00_00_00	부지깽이	4, 6, 13, 17
부지미	[명사][방언]	NNG	00_00_00	부조	13, 14
부짠자리	[명사][방언]	NNG	00_00_00	잠자리	13, 14
