표제어	품사	세종태그	어깨번호	뜻풀이	지역
지레기	[명사][방언]	NNG	00_00_00	길이	7, 11, 12
지렝이	[명사][방언]	NNG	00_00_00	지렁이	5, 6, 7, 11, 12, 18
지르마	[명사][방언]	NNG	01_00_00	안장	7
지르매	[명사][방언]	NNG	00_00_00	길마	7, 15, 16
지름비	[명사][방언]	NNG	00_00_00	기름병	7
지름접시기	[명사][방언]	NNG	00_00_00	기름접시	7
지름질	[명사][방언]	NNG	01_00_00	지름길	7
지름틀	[명사][방언]	NNG	00_00_00	기름틀	7
지리다	[동사][방언]	VV	03_00_00	절이다	7
지리솥	[명사][방언]	NNG	00_00_00	질솥	7
지링이	[명사][방언]	NNG	00_00_00	지렁이	7
지매	[명사][방언]	NNG	02_00_00	키	6, 7
지맷대	[명사][방언]	NNG	00_00_00	키	6, 7
지메	[명사][방언]	NNG	00_00_00	기미	6, 7, 8, 12
지묵다	[동사][방언]	VV	00_00_00	집어먹다	6, 7
지미때	[명사][방언]	NNG	02_00_00	노	6, 7
지밍	[명사][방언]	NNG	00_00_00	제명	7
지베르기	[명사][방언]	NNG	00_00_00	쥐벼룩	6, 7
지봉침	[명사][방언]	NNG	00_00_00	재봉틀	7
지봉틀	[명사][방언]	NNG	00_00_00	재봉틀	7
지불다	[동사][방언]	VV	00_00_00	기울다	6, 7, 15, 16
지불이다	[동사][방언]	VV	00_00_00	기울이다	6, 7, 15, 16
지붑	[부사][방언]	MAG	00_00_00	제법	6, 7
지붕물	[명사][방언]	NNG	00_00_00	낙숫물	6, 7, 20
지붕밑	[명사][방언]	NNG	00_00_00	처마	6, 7
지브다	[형용사][방언]	VA	00_00_00	깊다	7
지사상	[명사][방언]	NNG	00_00_00	제사상	4, 7
지수다	[동사][방언]	VV	00_00_00	기르다	7
지슬	[명사][방언]	NNG	01_00_00	기슭	4, 6, 7
지슬가지	[명사][방언]	NNG	00_00_00	기슭	6, 7, 12
지슬갱이	[명사][방언]	NNG	00_00_00	기슭	7
지슴매다	[동사][방언]	VV	00_00_00	김매다	4, 6, 7, 8, 9, 11, 15, 16, 18
지시락	[명사][방언]	NNG	02_00_00	기스락	5, 7, 8, 9, 12
지시래기	[명사][방언]	NNG	00_00_00	기스락	7, 8, 12
지심뽑다	[동사][방언]	VV	00_00_00	김매다	6, 7
지심잡다	[동사][방언]	VV	00_00_00	김매다	7
지씸	[명사][방언]	NNG	00_00_00	김	7
지아바	[명사][방언]	NNG	00_00_00	아비	7
지애집	[명사][방언]	NNG	00_00_00	기와집	6, 7, 8, 10, 11
지얘	[명사][방언]	NNG	00_00_00	기와	6, 7
지억	[명사][방언]	NNG	00_00_00	저녁	7
지업다	[형용사][방언]	VA	00_00_00	지겹다	6, 7
지역	[명사][방언]	NNG	01_00_00	저녁	4, 7
지역밥	[명사][방언]	NNG	00_00_00	저녁밥	4, 7, 8
지엽다	[형용사][방언]	VA	00_00_00	지겹다	7
지와	[부사][방언]	MAG	00_00_00	겨우	7
지와집	[명사][방언]	NNG	00_00_00	기와집	4, 6, 7, 8, 9, 10, 11, 12, 15, 20
지울	[명사][방언]	NNG	00_00_00	저울	4, 7
지울어지다	[동사][방언]	VV	00_00_00	기울어지다	6, 7, 8, 12, 15
지울이다	[동사][방언]	VV	00_00_00	기울이다	4, 7, 8, 10, 15, 16
지유	[부사][방언]	MAG	00_00_00	겨우	6, 7
지장물	[명사][방언]	NNG	01_00_00	지랑물	7
지장쌀	[명사][방언]	NNG	00_00_00	기장	7
지저구	[명사][방언]	NNG	00_00_00	기저귀	4, 5, 7, 8, 9, 11, 12
지저기	[명사][방언]	NNG	00_00_00	기저귀	6, 7, 11, 12, 15, 16, 18
지저리	[명사][방언]	NNG	01_00_00	재롱	7
지저뱅이	[명사][방언]	NNG	00_00_00	주정뱅이	7, 20
지저아래	[명사][방언]	NNG	01_00_00	그끄저께	7
지저아래	[부사][방언]	MAG	02_00_00	그끄저께	7
지절로	[부사][방언]	MAG	01_00_00	저절로	4, 6, 7, 8, 9, 11, 12, 15, 16
지정	[명사][방언]	NNG	02_00_00	기장	6, 7
지지갈갈하다	[형용사][방언]	VA	00_00_00	너저분하다	7
지짐	[명사][방언]	NNG	02_00_02	빈대떡	7
지짐	[명사][방언]	NNG	02_00_03	튀김	7, 13, 14
지집년	[명사][방언]	NNG	00_00_00	계집년	7
지채기	[명사][방언]	NNG	00_00_00	재채기	7
지청기	[명사][방언]	NNG	01_00_00	재채기	7
지초돌	[명사][방언]	NNG	00_00_00	주춧돌	7
지추돌	[명사][방언]	NNG	00_00_00	주춧돌	7
지추리베	[명사][방언]	NNG	00_00_00	안동포	7
지치기	[명사][방언]	NNG	00_00_00	재채기	6, 7, 8, 9, 12
지치돌	[명사][방언]	NNG	00_00_00	주춧돌	7, 8, 9, 13, 14, 15, 16, 18, 20
지칫독	[명사][방언]	NNG	00_00_00	주춧돌	7, 8, 13, 17
지칫돌	[명사][방언]	NNG	00_00_00	주춧돌	7
지케다	[동사][방언]	VV	00_00_00	지우다	7
지태다	[동사][방언]	VV	00_00_00	기대다	6, 7, 13, 14
지틀	[명사][방언]	NNG	00_00_00	덫	7
지파이	[명사][방언]	NNG	00_00_00	지팡이	4, 7, 9, 12, 13, 14, 19
지패이	[명사][방언]	NNG	00_00_00	지팡이	4, 7, 8
지패히	[명사][방언]	NNG	00_00_00	지팡이	4, 7
지평이	[명사][방언]	NNG	00_00_00	지팡이	7
지푸다	[형용사][방언]	VA	00_00_00	깊다	4, 6, 7, 11, 12, 15, 16
지피나무	[명사][방언]	NNG	00_00_00	초피나무	7
지핑이	[명사][방언]	NNG	00_00_00	지팡이	7
지하다	[형용사][방언]	VA	01_00_00	진하다	7, 20
직이다	[동사][방언]	VV	00_00_00	죽이다	5, 6, 7, 13, 14, 15, 16, 18, 19, 20
진가루	[명사][방언]	NNG	00_00_00	진눈깨비	7
진갈눈	[명사][방언]	NNG	00_00_00	진눈깨비	7, 12
진갈비	[명사][방언]	NNG	00_00_00	진눈깨비	4, 7
진다래	[명사][방언]	NNG	00_00_00	진달래	7
진더기	[명사][방언]	NNG	00_00_00	진드기	5, 7
진데	[명사][방언]	NNG	00_00_00	진드기	4, 7
진드물	[명사][방언]	NNG	00_00_00	진딧물	7, 12
진드미	[명사][방언]	NNG	00_00_00	진드기	7, 9
진디기	[명사][방언]	NNG	01_00_00	진달래	7
진디기	[명사][방언]	NNG	02_00_00	진드기	4, 5, 6, 7, 8, 11, 12
진버섯	[명사][방언]	NNG	00_00_00	진버짐	7
진보다	[동사][방언]	VV	00_00_00	다치다	7
진장맞일	[성상관형사][감탄사][방언]	MMA	00_00_00	젠장맞을	7
진지	[명사][방언]	NNG	02_00_00	진드기	7
진짓물	[명사][방언]	NNG	00_00_00	진딧물	7
진컬	[명사][방언]	NNG	00_00_00	진펄	7
진흘	[명사][방언]	NNG	00_00_00	진흙	7
짇	[명사][방언]	NNG	01_00_00	깃	7
짇	[명사][방언]	NNG	02_00_00	깃	7
짇	[명사][방언]	NNG	03_00_00	깃	7
짇	[명사][방언]	NNG	04_00_00	짓	7
질가	[명사][방언]	NNG	00_00_00	길가	6, 7
질갓집	[명사][방언]	NNG	00_00_00	길갓집	7
질갱이	[명사][방언]	NNG	00_00_00	질경이	4, 5, 6, 7, 8, 9, 11, 12
질거	[부사][방언]	MAG	00_00_00	지레	7
질거리	[명사][방언]	NNG	00_00_00	길거리	6, 7
질겅이	[명사][방언]	NNG	00_00_00	질경이	4, 5, 7, 11
질겨이	[명사][방언]	NNG	00_00_00	질경이	4, 7, 9, 11, 12
질계이	[명사][방언]	NNG	00_00_00	질경이	7
질계히	[명사][방언]	NNG	00_00_00	질경이	7
질광이	[명사][방언]	NNG	00_00_00	질경이	7
질괭이	[명사][방언]	NNG	00_00_00	질경이	4, 7
질그륵	[명사][방언]	NNG	00_00_00	질그릇	7
질금	[명사][방언]	NNG	02_00_00	엿기름	4, 6, 7, 15, 16
질기비	[명사][방언]	NNG	00_00_00	질경이	7
질깅이	[명사][방언]	NNG	00_00_00	질경이	4, 5, 7, 11, 12
질깡	[명사][방언]	NNG	02_00_00	길	7
질깡	[명사][방언]	NNG	01_00_00	길가	7
질껀해야	[부사][방언]	MAG	00_00_00	기껏해야	7
질녘	[명사][방언]	NNG	00_00_00	길녘	7
질눈	[명사][방언]	NNG	01_00_00	길눈	7
질단하다	[형용사][방언]	VA	00_00_00	기다랗다	7
질동무	[명사][방언]	NNG	00_00_00	길동무	7
질동무하다	[동사][방언]	VV	00_00_00	길동무하다	7
질들이다	[동사][방언]	VV	00_00_00	길들이다	4, 6, 7, 8, 9, 12
질딜다	[동사][방언]	VV	00_00_00	길들다	7
질뚜까리	[명사][방언]	NNG	00_00_00	질뚝배기	7
질레꼿	[명사][방언]	NNG	00_00_00	찔레꽃	7
질레다	[동사][방언]	VV	00_00_00	질리다	7
질렝이	[명사][방언]	NNG	00_00_00	지렁이	7
질루	[명사][방언]	NNG	00_00_00	찔레	7
질마지미	[명사][방언]	NNG	00_00_00	길마중	7
질매	[명사][방언]	NNG	01_00_01	멍에	6, 7
질매가지	[명사][방언]	NNG	00_00_00	길맛가지	7
질모투이	[명사][방언]	NNG	00_00_00	길모퉁이	7
질배	[명사][방언]	NNG	00_00_00	아그배	7
질벽	[명사][방언]	NNG	00_00_00	절벽	7
질사람	[명사][방언]	NNG	00_00_00	길사람	7
질상	[명사][방언]	NNG	00_00_00	길상	7
질새요강	[명사][방언]	NNG	00_00_00	길요강	7
질이	[명사][방언]	NNG	00_00_00	길이	6, 7, 9
질이다	[동사][방언]	VV	00_00_00	절이다	7
질질이	[부사][방언]	MAG	00_00_00	길길이	7
질쭘하다	[형용사][방언]	VA	00_00_00	길쯤하다	7
질흘	[명사][방언]	NNG	00_00_00	질흙	7, 8, 11
짉	[명사][방언]	NNG	00_00_00	길	7
짐마루	[명사][방언]	NNG	00_00_00	용마루	5, 6, 7
짐바	[명사][방언]	NNG	02_00_00	질빵	6, 7
짐뻑	[부사][방언]	MAG	00_00_00	흠뻑	7
짐장	[명사][방언]	NNG	01_00_00	김장	6, 7, 15, 16
짐장철	[명사][방언]	NNG	00_00_00	김장철	4, 6, 7
짐짓이	[부사][방언]	MAG	00_00_00	짐짓	7
짐치	[명사][방언]	NNG	00_00_00	김치	4, 5, 6, 7, 8, 11, 12, 15, 16
짐치쪼가리	[명사][방언]	NNG	00_00_00	김치	7
짐칫국	[명사][방언]	NNG	00_00_00	김칫국	5, 7, 8
집구적	[명사][방언]	NNG	00_00_00	집구석	7
집다	[동사][방언]	VV	02_00_00	깁다	4, 6, 7, 11, 12, 15, 16
집담말링이	[명사][방언]	NNG	00_00_00	지붕	7
집대배기	[명사][방언]	NNG	00_00_00	지붕	7
집따까리	[명사][방언]	NNG	00_00_00	지붕	7
집마람	[명사][방언]	NNG	00_00_00	용마루	7
집마리	[명사][방언]	NNG	00_00_00	용마루	7
집비까리	[명사][방언]	NNG	00_00_00	볏가리	7
집사개	[명사][방언]	NNG	00_00_00	짚신	7
집세기	[명사][방언]	NNG	00_00_00	짚신	5, 7, 8, 9, 11, 12
집시기	[명사][방언]	NNG	00_00_00	짚신	6, 7, 8, 11, 12
집씨개	[명사][방언]	NNG	00_00_00	짚신	7
집어옇다	[동사][방언]	VV	00_00_00	집어넣다	7, 8
집지끼미	[명사][방언]	NNG	00_00_00	성주신	7
집째	[명사][방언]	NNG	00_00_00	찌윷	7
집청	[명사][방언]	NNG	00_00_00	조청	7
집테	[명사][방언]	NNG	00_00_00	집터	7
짓가치	[명사][방언]	NNG	00_00_00	젓가락	6, 7
짓두머리	[명사][방언]	NNG	00_00_00	짓거리	7
짓둥머리	[명사][방언]	NNG	00_00_00	짓거리	7
짓불	[명사][방언]	NNG	00_00_00	쥐불	7
징검사우	[명사][방언]	NNG	00_00_00	징거미새우	7
징기다	[동사][방언]	VV	00_00_00	간직하다	6, 7
징기미	[명사][방언]	NNG	00_00_00	징거미	6, 7, 9, 11, 12
징조부	[명사][방언]	NNG	00_00_00	증조부	6, 7
징풍물	[명사][방언]	NNG	00_00_00	풍물	7
짚꼬개이	[명사][방언]	NNG	00_00_00	짚홰기	7
짚나래끼	[명사][방언]	NNG	01_00_00	새꽤기	7
짚나래끼	[명사][방언]	NNG	02_00_00	짚나라미	7
짚내끼	[명사][방언]	NNG	00_00_00	짚나라미	7
짚내래키	[명사][방언]	NNG	00_00_00	짚홰기	7
짚빗가레	[명사][방언]	NNG	00_00_00	짚가리	7
짚뻬까리	[명사][방언]	NNG	00_00_00	짚가리	7
짚뿍디기	[명사][방언]	NNG	00_00_00	짚북데기	7
짚소구리	[명사][방언]	NNG	00_00_00	삼태기	6, 7
짚수시개	[명사][방언]	NNG	00_00_00	짚수세미	7
짚수제	[명사][방언]	NNG	00_00_00	짚수세미	7
짚시개	[명사][방언]	NNG	00_00_00	짚신	7
짚이	[명사][방언]	NNG	01_00_00	깊이	4, 7, 8
짚이	[부사][방언]	MAG	02_00_00	깊이	4, 7, 8
짚해기	[명사][방언]	NNG	00_00_00	짚홰기	6, 7, 12
짚호깨이	[명사][방언]	NNG	00_00_00	짚홰기	7
짜가리	[명사][방언]	NNG	00_00_00	쪽	7
짜게칼	[명사][방언]	NNG	00_00_00	주머니칼	7, 20
짜구리	[명사][방언]	NNG	00_00_00	딱따구리	6, 7
짜굽다	[형용사][방언]	VA	00_00_00	짜다	4, 7, 12, 15, 16
짜급다	[형용사][방언]	VA	00_00_00	짜다	4, 7
짜더러	[부사][방언]	MAG	00_00_00	그다지	6, 7
짜드록	[부사][방언]	MAG	00_00_00	한껏	7
짜들	[부사][방언]	MAG	00_00_00	한껏	7
짜들레다	[동사][방언]	VV	00_00_00	쪼들리다	7
짜라빠지다	[형용사][방언]	VA	00_00_00	낡다	7
짜루다	[형용사][방언]	VA	00_00_00	짧다	6, 7, 8
짜리다	[동사][방언]	VV	02_00_00	자르다	6, 7, 8, 9
짜리다	[형용사][방언]	VA	03_00_00	짧다	7
짜방눈	[명사][방언]	NNG	00_00_00	애꾸	7
짜방짜방	[부사][방언]	MAG	00_00_00	아장아장	7
짜빡없다	[형용사][방언]	VA	00_00_00	꼿꼿하다	7
짜울어지다	[동사][방언]	VV	00_00_00	갸울어지다	6, 7, 8
짜작나무	[명사][방언]	NNG	00_00_00	자작나무	6, 7
짜재	[명사][방언]	NNG	00_00_00	자새	7
짜짜구리	[명사][방언]	NNG	00_00_00	딱따구리	6, 7, 9, 11, 15
짜찟하면	[부사][방언]	MAG	00_00_00	걸핏하면	7
짜체다	[동사][방언]	VV	00_00_00	쪼들리다	7
짜치다	[동사][방언]	VV	00_00_00	쪼들리다	6, 7
짜트리	[명사][방언]	NNG	00_00_00	자투리	7
짜트마리	[명사][방언]	NNG	00_00_00	자투리	7
짝다	[동사][방언]	VV	01_00_00	꼬집다	6, 7
짝대	[명사][방언]	NNG	00_00_00	작대기	7
