표제어	품사	세종태그	어깨번호	뜻풀이	지역
바꽝이	[명사][방언]	NNG	00_00_02	눌은밥	14
바꾸개질	[명사][방언]	NNG	00_00_00	바꿈질	14
바꾸잘	[명사][방언]	NNG	00_00_00	눌은밥	13, 14
바누질광바	[명사][방언]	NNG	00_00_00	반짇고리	13, 14
바눌	[명사][방언]	NNG	00_00_00	바늘	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17
바느질광이	[명사][방언]	NNG	00_00_00	반짇고리	14
바느질광지	[명사][방언]	NNG	00_00_00	반짇고리	14
바느질그릇	[명사][방언]	NNG	00_00_00	반짇고리	13, 14
바늘쌈지	[명사][방언]	NNG	00_00_00	바늘겨레	6, 7, 14, 19, 20
바니질	[명사][방언]	NNG	00_00_00	바느질	4, 13, 14, 19
바당	[명사][방언]	NNG	01_00_00	바닥	4, 13, 14
바두룩거리다	[동사][방언]	VV	00_00_00	바동거리다	14
바두룩대다	[동사][방언]	VV	00_00_00	바동거리다	14
바두룩바두룩	[부사][방언]	MAG	00_00_00	바동바동	14
바디가랭이	[명사][방언]	NNG	00_00_00	바짓가랑이	13, 14, 19
바디주거리	[명사][방언]	NNG	00_00_00	바지저고리	14
바딧가랭이	[명사][방언]	NNG	00_00_00	바짓가랑이	14
바라디	[명사][방언]	NNG	00_00_00	미닫이	14
바라디다	[형용사][방언]	VA	00_00_00	바라지다	13, 14
바라디문	[명사][방언]	NNG	00_00_00	들창	13, 14
바람끼	[명사][방언]	NNG	00_00_00	경풍	14
바람뚝	[명사][방언]	NNG	00_00_00	바람벽	13, 14
바루	[명사][방언]	NNG	01_00_00	세로	14
바루	[부사][방언]	MAG	02_00_00	자못	14
바리시덥	[명사][방언]	NNG	00_00_00	주발대접	14
바뿌다	[형용사][방언]	VA	00_00_00	바쁘다	5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20
바수	[명사][방언]	NNG	00_00_00	바소	14
바스라디다	[동사][방언]	VV	00_00_00	바스러지다	14
바쎄	[부사][방언]	MAG	00_00_00	벌써	13, 14
바오래기	[명사][방언]	NNG	00_00_00	바오라기	14
바우쉐	[명사][방언]	NNG	00_00_00	방아쇠	13, 14, 15, 19, 20
바웨	[명사][방언]	NNG	00_00_00	바위	5, 13, 14, 17
바을	[명사][방언]	NNG	00_00_00	방울	4, 6, 8, 14, 16, 18, 19
바제	[명사][방언]	NNG	00_00_00	바자	4, 5, 6, 7, 13, 14, 15, 16, 19, 20
바주	[명사][방언]	NNG	00_00_00	바자	13, 14, 17
바주문	[명사][방언]	NNG	00_00_00	사립문	13, 14, 19
바즈란하다	[형용사][방언]	VA	00_00_00	바지런하다	13, 14
바즈런히	[부사][방언]	MAG	00_00_00	부지런히	14
바추	[명사][방언]	NNG	00_00_00	바자	14
바켠	[명사][방언]	NNG	00_00_00	바깥	14
박가말티	[명사][방언]	NNG	00_00_00	누룽지	13, 14
박대	[명사][방언]	NNG	02_00_00	목탁가오리	14
반네미	[명사][방언]	NNG	00_00_00	바보	13, 14, 17
반놈이	[명사][방언]	NNG	00_00_00	반편이	14
반대	[명사][방언]	NNG	02_00_00	가라지	14
반더퉈리	[명사][방언]	NNG	00_00_00	말더듬이	13, 14
반두	[명사][방언]	NNG	02_00_00	소두	14
반두미	[명사][방언]	NNG	00_00_00	말	13, 14
반디	[명사][방언]	NNG	02_00_00	밴댕이	13, 14
반매	[명사][방언]	NNG	00_00_00	우귀	14
반살기	[명사][방언]	NNG	00_00_00	반살미	14
반즈란히	[부사][방언]	MAG	00_00_00	바지런히	13, 14
반지광지	[명사][방언]	NNG	00_00_00	반짇고리	14
받티다	[동사][방언]	VV	00_00_00	받치다	13, 14
받팀	[명사][방언]	NNG	00_00_00	받침	13, 14
발가울넠	[명사][방언]	NNG	00_00_00	새벽	13, 14
발강댕이	[명사][방언]	NNG	00_00_00	발가숭이	14
발강둥이	[동사][방언]	VV	00_00_00	발가숭이	14
발강퉁이	[명사][방언]	NNG	00_00_00	발가숭이	14
발구지	[명사][방언]	NNG	03_00_00	물오리	14
발기름재	[명사][방언]	NNG	00_00_00	발그림자	14
발끼카리	[명사][방언]	NNG	00_00_00	발치	14
발당구	[명사][방언]	NNG	00_00_00	발장구	14
발등재비	[명사][방언]	NNG	00_00_00	발등걸이	14
발르다	[동사][방언]	VV	01_00_00	바르다	4, 5, 7, 8, 9, 10, 11, 12, 13, 14
발목재기	[명사][방언]	NNG	00_00_00	발목	13, 14, 15, 16
발묵재기	[명사][방언]	NNG	00_00_00	발목	14
발묵째기	[명사][방언]	NNG	00_00_00	발모가지	14
발바당	[명사][방언]	NNG	00_00_00	발바닥	6, 13, 14
발방애	[명사][방언]	NNG	00_00_00	디딜방아	14
발버둑질	[명사][방언]	NNG	00_00_00	발버둥질	14
발써	[부사][방언]	MAG	00_00_00	벌써	4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16
발자구	[명사][방언]	NNG	00_00_00	발자국	4, 13, 14
발자방침	[명사][방언]	NNG	00_00_00	발재봉틀	14
발잔덩	[명사][방언]	NNG	00_00_00	발등	13, 14, 19
발죽	[명사][방언]	NNG	00_00_00	박쥐	13, 14, 19
발쥐	[명사][방언]	NNG	00_00_00	박쥐	13, 14, 19
발카디다	[형용사][방언]	VA	00_00_00	되바라지다	14
발카먹다	[동사][방언]	VV	00_00_00	발라먹다	14
발쿠다	[동사][방언]	VV	00_00_00	바루다	4, 14, 16
발크다	[동사][방언]	VV	01_00_00	바르다	4, 12, 14
발홀목	[명사][방언]	NNG	00_00_00	발회목	14
발흘목	[명사][방언]	NNG	00_00_00	발회목	14
밝아올녘	[명사][방언]	NNG	00_00_00	새벽	14
밝아울녘	[명사][방언]	NNG	00_00_00	새벽	13, 14
밝을넠	[명사][방언]	NNG	00_00_00	새벽	13, 14
밤둥	[명사][방언]	NNG	00_00_00	밤중	13, 14
밤뚱	[명사][방언]	NNG	00_00_00	밤중	13, 14
밤새꿋	[부사][방언]	MAG	00_00_00	밤새껏	14
밤쇵이	[명사][방언]	NNG	00_00_00	밤송이	5, 6, 7, 13, 14
밥가말티	[명사][방언]	NNG	00_00_00	누룽지	14
밥가매	[명사][방언]	NNG	00_00_00	밥솥	14
밥강이	[명사][방언]	NNG	00_00_00	누룽지	14
밥강질	[명사][방언]	NNG	00_00_00	누룽지	4, 13, 14
밥과이	[명사][방언]	NNG	00_00_00	누룽지	13, 14, 19
밥과잘	[명사][방언]	NNG	00_00_00	누룽지	13, 14
밥과질	[명사][방언]	NNG	00_00_00	누룽지	13, 14, 15
밥광이	[명사][방언]	NNG	00_00_00	누룽지	14
밥광정	[명사][방언]	NNG	00_00_00	누룽지	14
밥구잘	[명사][방언]	NNG	00_00_00	누룽지	14
밥두거리	[명사][방언]	NNG	00_00_00	두가리	14
밥수꾸	[명사][방언]	NNG	00_00_00	수수	14
밥장군	[명사][방언]	NNG	00_00_00	밥벌레	14
밥죽	[명사][방언]	NNG	00_00_00	밥주걱	4, 8, 13, 14, 15, 16
밥집	[명사][방언]	NNG	02_00_00	똥집	14
밧드렁	[명사][방언]	NNG	00_00_00	밭두렁	4, 5, 14
방공이	[명사][방언]	NNG	00_00_00	방앗공이	14
방구	[명사][방언]	NNG	03_00_00	바위	4, 6, 7, 12, 13, 14, 17
방구	[명사][방언]	NNG	02_00_00	방귀	4, 5, 6, 8, 11, 12, 13, 14
방구딱쟁이	[명사][방언]	NNG	00_00_00	폭탄먼지벌레	14
방덩	[명사][방언]	NNG	00_00_00	등잔	13, 14
방애	[명사][방언]	NNG	01_00_00	방아	4, 6, 8, 10, 13, 14
방애다리	[명사][방언]	NNG	00_00_00	방아깨비	4, 5, 7, 10, 14
방에	[명사][방언]	NNG	00_00_00	방아깨비	14
방에야방에야	[감탄사][방언]	IC	00_01_00	부라부라	14
방에야방에야	[명사][방언]	NNG	00_02_00	부라부라	14
방에호박	[명사][방언]	NNG	00_00_00	방아확	14
방우	[명사][방언]	NNG	01_00_00	바위	4, 6, 7, 13, 14
방우쇄	[명사][방언]	NNG	00_00_00	방아쇠	13, 14, 19
방지	[명사][방언]	NNG	01_00_00	방자	14
방채매기	[명사][방언]	NNG	00_00_00	방패막이	14
방채인	[명사][방언]	NNG	00_00_00	차인	14
방천둑	[명사][방언]	NNG	00_00_00	냇둑	4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17
방치	[명사][방언]	NNG	00_00_00	경장어	14
방치	[명사][방언]	NNG	03_00_00	다듬잇방망이	13, 14
방칫돌	[명사][방언]	NNG	00_00_00	다듬잇돌	5, 14
방쿠이	[명사][방언]	NNG	00_00_00	바위	6, 7, 11, 12, 13, 14, 17
방퀴	[명사][방언]	NNG	00_00_00	바위	13, 14, 17
밭가슴	[명사][방언]	NNG	00_00_00	밭둑	14
밭구때기	[명사][방언]	NNG	00_00_00	밭귀	14
밭구탱이	[명사][방언]	NNG	00_00_00	밭귀	14
밭대구리	[명사][방언]	NNG	00_00_00	밭머리	13, 14, 19
밭문세	[명사][방언]	NNG	00_00_00	밭문서	14
배기때기	[명사][방언]	NNG	00_00_00	배때기	13, 14
배깡	[명사][방언]	NNG	00_00_00	대하	14
배꾸녁	[명사][방언]	NNG	00_00_00	배꼽	6, 13, 14, 17
배꿉	[명사][방언]	NNG	00_00_00	배꼽	4, 5, 6, 7, 8, 9, 13, 14, 15, 16, 17, 18, 20
배꿉차무	[명사][방언]	NNG	00_00_00	배꼽참외	14
배나이	[명사][방언]	NNG	00_00_00	길쌈	13, 14
배내다	[동사][방언]	VV	00_00_00	보내다	14
배띨다	[동사][방언]	VV	00_00_00	빼앗다	14
배리괭이	[명사][방언]	NNG	00_00_00	반짇고리	14
배링개비	[명사][방언]	NNG	00_00_00	팔랑개비	14
배바쁘다	[형용사][방언]	VA	00_00_00	분주하다	14
배바삐	[부사][방언]	MAG	00_00_00	분주히	14
배병	[명사][방언]	NNG	01_00_00	뱁댕이	14
배병대	[명사][방언]	NNG	00_00_00	뱁댕이	14
배사궁	[명사][방언]	NNG	00_00_00	뱃사공	13, 14, 15, 16, 18, 19
배소	[명사][방언]	NNG	01_00_00	나루	14
배시대기	[명사][방언]	NNG	00_00_00	배때기	13, 14
배시때기	[명사][방언]	NNG	00_00_00	배때기	13, 14
배쎄	[부사][방언]	MAG	00_00_00	벌써	14
배안엣니	[명사][방언]	NNG	00_00_00	젖니	14
배안엣머리	[명사][방언]	NNG	00_00_00	배냇머리	10, 14
배안엣병신	[명사][방언]	NNG	00_00_00	배냇병신	14
배안엣즛	[명사][방언]	NNG	00_00_00	배냇짓	14
배애니	[명사][방언]	NNG	00_00_00	뱃사공	14
배지	[명사][방언]	NNG	02_00_00	바가지	13, 14, 16
배지치다	[동사][방언]	VV	00_00_00	설사하다	14
배채	[명사][방언]	NNG	00_00_00	배추	13, 14, 15, 16
배채꼬개기	[명사][방언]	NNG	00_00_00	배추속대	14
배채벌거지	[명사][방언]	NNG	00_00_00	배추벌레	14
배채푸쩌리	[명사][방언]	NNG	00_00_00	솎음배추	14
배카젓	[명사][방언]	NNG	00_00_00	새우젓	13, 14
배캐젓	[명사][방언]	NNG	00_00_00	새우젓	13, 14, 18, 19
배켄	[명사][방언]	NNG	00_00_00	바깥	14
배켠	[명사][방언]	NNG	00_00_00	바깥	14
백건달	[명사][방언]	NNG	00_00_00	백수건달	14
백댕이	[명사][방언]	NNG	00_00_00	백정	13, 14
백사디	[명사][방언]	NNG	00_00_00	백사지	14
백앙나무	[명사][방언]	NNG	00_00_00	백양나무	14, 19
백잴	[명사][방언]	NNG	00_00_00	백차일	13, 14
백항나무	[명사][방언]	NNG	00_00_00	백양나무	14, 19
백홰	[명사][방언]	NNG	00_00_00	백회	13, 14, 19
밲	[명사][방언]	NNG	00_00_00	밖	4, 5, 14, 19
밸쎄	[부사][방언]	MAG	00_00_00	벌써	14
뱀다어	[명사][방언]	NNG	00_00_00	뱀장어	13, 14, 19
뱀다우	[명사][방언]	NNG	00_00_00	뱀장어	13, 14, 19
뱀당구	[명사][방언]	NNG	00_00_00	뱀장어	13, 14
뱀당어	[명사][방언]	NNG	00_00_00	뱀장어	13, 14
뱀당우	[명사][방언]	NNG	00_00_00	뱀장어	13, 14, 19
뱃멀무	[명사][방언]	NNG	00_00_00	뱃멀미	14
뱃사	[명사][방언]	NNG	00_00_00	나루	14, 15
뱃사궁	[명사][방언]	NNG	00_00_00	뱃사공	13, 14
뱃사궁이	[명사][방언]	NNG	00_00_00	뱃사공	14
뱃사이	[명사][방언]	NNG	00_00_00	나루	14, 15
뱃소	[명사][방언]	NNG	00_00_00	나루	14, 15
뱃정	[명사][방언]	NNG	00_00_00	설사	13, 14
뱃증	[명사][방언]	NNG	00_00_00	설사	14
뱅뱅디리	[명사][방언]	NNG	00_00_00	반병두리	14
버꺼래	[명사][방언]	NNG	00_00_00	아궁이	12, 14
버드래기	[명사][방언]	NNG	00_00_00	버들치	14
버들티	[명사][방언]	NNG	00_00_00	버들붕어	14
버라지	[명사][방언]	NNG	01_00_00	벌레	4, 5, 8, 10, 11, 14, 15, 17
버락	[부사][방언]	MAG	00_00_00	버럭	10, 14
버락버락	[부사][방언]	MAG	00_00_00	버럭버럭	14
버럿	[명사][방언]	NNG	00_00_00	버릇	6, 7, 9, 13, 14, 19, 20
버르재이	[명사][방언]	NNG	00_00_00	버르장이	14
버르쩡머리	[명사][방언]	NNG	00_00_00	버르장머리	14, 19
버릇대기	[명사][방언]	NNG	00_00_00	버르장이	6, 13, 14, 15
버릇댕이	[명사][방언]	NNG	00_00_00	버르장이	14
버릇두이	[명사][방언]	NNG	00_00_00	버르장이	14
버릇둥이	[명사][방언]	NNG	00_00_00	버르장이	14
버릇재기	[명사][방언]	NNG	00_00_00	버르장이	14
버리	[명사][의존][방언]	NNB	03_00_00	벌	6, 7, 13, 14, 15, 16
버리둥지	[명사][방언]	NNG	00_00_00	벌집	14
버리디	[명사][방언]	NNG	00_00_00	벼룩	14
버버리	[명사][방언]	NNG	00_00_00	벙어리	4, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17
버벌찌	[명사][방언]	NNG	00_00_00	벙어리	13, 14
버손	[명사][방언]	NNG	00_00_00	버선	14, 19
버스러뜨리다	[동사][방언]	VV	00_00_00	부스러뜨리다	14
버습	[명사][방언]	NNG	00_00_00	버섯	6, 7, 14
버싹	[부사][방언]	MAG	00_00_00	짐짓	14
버줌	[명사][방언]	NNG	00_00_00	버짐	6, 7, 10, 13, 14
버지미	[명사][방언]	NNG	00_00_00	버짐	4, 14, 15, 20
버켕이	[명사][방언]	NNG	00_00_00	버캐	14
버텅니	[명사][방언]	NNG	00_00_00	뻐드렁니	14
버텅다리	[명사][방언]	NNG	00_00_00	벋정다리	14
버텅하다	[형용사][방언]	VA	00_00_00	버드름하다	14
버텡이	[명사][방언]	NNG	00_00_00	벋정다리	14
버풀	[명사][방언]	NNG	00_00_00	보풀	14
버풀대	[명사][방언]	NNG	00_00_00	서산대	14
벅작거리다	[동사][방언]	VV	00_00_00	법석거리다	14
벅작대다	[동사][방언]	VV	00_00_00	법석대다	14
번대	[명사][방언]	NNG	01_00_00	대머리	14
번디	[명사][방언]	NNG	01_00_00	번데기	5, 6, 14
번디기	[명사][방언]	NNG	01_00_00	번데기	4, 5, 6, 7, 11, 12, 13, 14, 17, 19
번주	[명사][방언]	NNG	00_00_00	편자	14
번즈르르	[부사][방언]	MAG	00_00_00	번드르르	14
번치다	[동사][방언]	VV	01_00_00	번지다	8, 13, 14
번치다	[동사][방언]	VV	02_00_00	비치다	13, 14
번티기	[명사][방언]	NNG	00_00_00	튀기	13, 14
벋세다	[동사][방언]	VV	00_00_00	벋서다	14
벌가지	[명사][방언]	NNG	00_00_00	벌레	4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17
벌거지집	[명사][방언]	NNG	00_00_00	벌레집	14
벌겅뎅이	[명사][방언]	NNG	00_00_00	벌거숭이	14
벌겅둥이	[명사][방언]	NNG	00_00_00	벌거숭이	14
벌겅퉁이	[명사][방언]	NNG	00_00_00	벌거숭이	14
벌겅퉹이	[명사][방언]	NNG	00_00_00	벌거숭이	14
벌겅튕이	[명사][방언]	NNG	00_00_00	벌거숭이	14
벌게	[명사][방언]	NNG	00_00_00	벌레	4, 6, 11, 12, 13, 14
벌구넝	[명사][방언]	NNG	00_00_00	벌구멍	14
벌기니	[명사][방언]	NNG	00_00_00	삭은니	14
벌기집	[명사][방언]	NNG	00_00_00	벌레집	14
벌깍	[부사][방언]	MAG	00_00_00	벌꺽	14
벌나리	[명사][방언]	NNG	02_00_00	개나리	14
벌딱	[부사][방언]	MAG	00_00_00	벌떡	14
벌떠꿍하다	[형용사][방언]	VA	00_00_00	바라지다	14
벌떡하다	[형용사][방언]	VA	00_00_01	바라지다	14
벌벌하다	[형용사][방언]	VA	00_00_00	얼근하다	14
벌쎄	[부사][방언]	MAG	00_00_00	벌써	6, 7, 8, 9, 13, 14
벌지	[명사][방언]	NNG	01_00_00	벙어리	14
벌칵	[부사][방언]	MAG	00_00_00	벌컥	14
벌컥지	[명사][방언]	NNG	00_00_00	벌레	13, 14, 19
벌투리	[명사][방언]	NNG	00_00_00	말괄량이	14
범나부	[명사][방언]	NNG	00_00_00	범나비	6, 14
법작	[명사][방언]	NNG	00_00_00	법석	14
법제이	[부사][방언]	MAG	00_00_00	대단히	14
베가구리	[명사][방언]	NNG	00_00_00	아궁이	14
베각재기	[명사][방언]	NNG	00_00_00	아궁이	14
베갈	[명사][방언]	NNG	00_00_00	볏가리	14
베께끼다	[동사][방언]	VV	00_00_00	빼쏘다	14
베께쓰다	[동사][방언]	VV	00_00_00	빼쏘다	14
베끄게	[명사][방언]	NNG	00_00_00	벼훑이	14
베끼게	[명사][방언]	NNG	00_00_00	벼훑이	14
베농사	[명사][방언]	NNG	00_00_00	벼농사	4, 13, 14, 15, 16, 17
베농새	[명사][방언]	NNG	00_00_00	벼농사	14, 15
베랑	[명사][방언]	NNG	00_01_00	별반	6, 7, 13, 14
베랑	[부사][방언]	MAG	00_02_00	별반	6, 7, 13, 14
베랑땡이	[명사][방언]	NNG	00_00_00	벼랑	14
베랑탁	[명사][방언]	NNG	00_00_00	낭떠러지	14
베랑탕	[명사][방언]	NNG	00_00_00	벼랑	14
베레디	[명사][방언]	NNG	00_00_00	벼룩	13, 14, 19
베루	[명사][방언]	NNG	02_00_00	벼루	4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20
베루기	[명사][방언]	NNG	00_00_00	벼룩	4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 19, 20
베루다	[동사][방언]	VV	00_00_00	벼리다	6, 12, 14
베룻돌	[명사][방언]	NNG	00_00_00	벼루	13, 14
베르디	[명사][방언]	NNG	01_00_00	벼룩	14
베리	[명사][방언]	NNG	03_00_00	보굿	14
베리다	[동사][보조][방언]	VX	01_00_00	버리다	8, 9, 10, 11, 12, 14
베리다	[동사][방언]	VV	04_00_00	벼리다	4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17
베리디	[명사][방언]	NNG	00_00_00	벼룩	14
베리지	[명사][방언]	NNG	00_00_00	벼룩	14, 15, 16
베슬	[명사][방언]	NNG	02_00_00	손님마마	14
베슬자구	[명사][방언]	NNG	00_00_00	마맛자국	14
베슬자국	[명사][방언]	NNG	00_00_00	마맛자국	14
베악채기	[명사][방언]	NNG	00_00_00	아궁이	13, 14, 19
베악치가리	[명사][방언]	NNG	00_00_00	아궁이	14
베울눈이	[명사][방언]	NNG	00_00_00	사팔뜨기	14
베입성	[명사][방언]	NNG	00_00_00	베옷	13, 14, 19
베지	[명사][방언]	NNG	00_00_00	제비	13, 14
베쭉뎅이	[명사][방언]	NNG	00_00_00	벼쭉정이	13, 14
베차다	[형용사][방언]	VA	00_00_00	벅차다	13, 14, 19
베푸다	[동사][방언]	VV	00_00_00	베풀다	13, 14, 19
벡	[명사][방언]	NNG	02_00_00	붴	4, 5, 13, 14, 15, 17, 19
벡돌	[명사][방언]	NNG	00_00_00	벽돌	6, 7, 8, 9, 13, 14, 15, 16, 18, 20
벡아가리	[명사][방언]	NNG	00_00_00	아궁이	14
벡아구리	[명사][방언]	NNG	00_00_00	아궁이	13, 14
벡아궁지	[명사][방언]	NNG	00_00_00	아궁이	14
벡악재기	[명사][방언]	NNG	00_00_00	아궁이	13, 14
벡악채기	[명사][방언]	NNG	00_00_00	아궁이	13, 14
벡악챙이	[명사][방언]	NNG	00_00_00	아궁이	13, 14
벡악치가리	[명사][방언]	NNG	00_00_00	아궁이	14
벡악치리	[명사][방언]	NNG	00_00_00	아궁이	14
벡칼	[명사][방언]	NNG	00_00_00	부엌칼	13, 14
벢	[명사][방언]	NNG	00_00_00	붴	4, 13, 14, 15
벤덕	[명사][방언]	NNG	00_00_00	변덕	4, 14
벤덕맞다	[형용사][방언]	VA	00_00_00	변덕맞다	14
벤덕스럽다	[형용사][방언]	VA	00_00_00	변덕스럽다	14
벤덕쟁이	[명사][방언]	NNG	00_00_00	변덕쟁이	4, 14
벤두리	[명사][방언]	NNG	00_00_00	변두리	4, 6, 14
벤두미	[명사][방언]	NNG	00_00_00	볏	14
벤둑	[명사][방언]	NNG	00_00_00	변죽	13, 14
벤드라미	[명사][방언]	NNG	00_00_00	볏	13, 14, 19
벤벤이	[부사][방언]	MAG	00_00_00	변변히	14
