표제어	품사	세종태그	어깨번호	뜻풀이	지역
부수깨아가리	[명사][방언]	NNG	00_00_00	아궁이	16, 18
부수깨아구리	[명사][방언]	NNG	00_00_00	아궁이	16, 18
부수돌	[명사][방언]	NNG	00_00_00	부싯돌	14, 16, 18
부수레기	[명사][방언]	NNG	00_00_00	부스러기	15, 16, 18, 20
부스룸	[명사][방언]	NNG	00_00_00	부스럼	6, 7, 8, 9, 11, 12, 18
부슷짓	[명사][방언]	NNG	00_00_00	부싯깃	15, 16, 18
부시깨아구지	[명사][방언]	NNG	00_00_00	아궁이	16, 18
부시레기	[명사][방언]	NNG	02_00_00	부스러기	6, 11, 12, 18, 20
부시리기	[명사][방언]	NNG	00_00_00	부스러기	5, 6, 7, 14, 18, 19, 20
부시짖	[명사][방언]	NNG	00_00_00	부싯깃	8, 16, 18
부시짗	[명사][방언]	NNG	00_00_00	부싯깃	4, 8, 15, 16, 18, 20
부주런하다	[형용사][방언]	VA	00_00_00	부지런하다	13, 14, 15, 16, 18, 19
붇삽	[명사][방언]	NNG	00_00_00	부삽	5, 18
불샙	[명사][방언]	NNG	00_00_00	부삽	18
불절	[명사][방언]	NNG	00_00_00	부젓가락	15, 16, 18
붉은무수	[명사][방언]	NNG	00_00_00	홍당무	11, 12, 18
붕아	[명사][방언]	NNG	00_00_00	붕어	5, 13, 17, 18
비덜기	[명사][방언]	NNG	00_00_00	비둘기	4, 7, 8, 9, 18
비렁구	[명사][방언]	NNG	00_00_00	거지	18
비렁배기	[명사][방언]	NNG	00_00_00	거지	18
비릉배기	[명사][방언]	NNG	00_00_00	거지	18
비시깨	[명사][방언]	NNG	00_00_00	성냥	11, 12, 18
비시하다	[형용사][방언]	VA	00_00_00	비슷하다	8, 9, 18
비싯하다	[형용사][방언]	VA	02_00_00	비슷하다	5, 6, 7, 8, 9, 11, 12, 18, 20
비암장애	[명사][방언]	NNG	00_00_00	뱀장어	8, 9, 18
비앙기	[명사][방언]	NNG	00_00_00	비행기	5, 13, 14, 18, 19
비앵기	[명사][방언]	NNG	00_00_00	비행기	7, 11, 12, 15, 16, 18, 20
비얌	[명사][방언]	NNG	00_00_00	뱀	8, 9, 11, 12, 17, 18
비얌장아	[명사][방언]	NNG	00_00_00	뱀장어	11, 12, 18
비얭기	[명사][방언]	NNG	00_00_00	비행기	7, 10, 18
비우기	[명사][방언]	NNG	00_00_00	비옷	15, 16, 18
비응기	[명사][방언]	NNG	00_00_00	비행기	8, 9, 18
비즛하다	[형용사][방언]	VA	00_00_00	비슷하다	14, 16, 18
빅돌	[명사][방언]	NNG	00_00_00	벽돌	8, 9, 18
빈껑깨	[명사][방언]	NNG	00_00_00	빈털터리	16, 18
빈껑메이	[명사][방언]	NNG	00_00_00	빈털터리	16, 18
빈대머리	[명사][방언]	NNG	00_00_00	대머리	6, 7, 8, 9, 18, 20
빈타지	[명사][방언]	NNG	00_00_00	빈털터리	15, 16, 18
빈통	[명사][방언]	NNG	02_00_00	빈털터리	11, 12, 18
빌	[명사][방언]	NNG	04_00_00	별	4, 6, 7, 8, 9, 10, 11, 12, 15, 18, 20
빌똥	[명사][방언]	NNG	00_00_00	별똥별	7, 8, 9, 18, 20
빕새	[명사][방언]	NNG	01_00_00	메추리	11, 12, 18
빠리	[명사][방언]	NNG	01_00_00	장도리	16, 18
빡쥐	[명사][방언]	NNG	00_00_00	박쥐	4, 6, 7, 8, 9, 11, 12, 18
빤대기	[명사][방언]	NNG	02_00_00	판때기	6, 7, 11, 12, 18, 20
빤뜻허다	[형용사][방언]	VA	00_00_00	반듯하다	4, 6, 7, 8, 9, 11, 12, 18
빨랑개미	[명사][방언]	NNG	00_00_00	팔랑개비	6, 7, 18
빨지	[명사][방언]	NNG	01_00_00	박쥐	6, 7, 13, 14, 15, 16, 17, 18, 19, 20
빼꼴	[명사][방언]	NNG	00_00_00	꼴찌	15, 16, 18
빼빼장군	[명사][방언]	NNG	00_00_00	말라깽이	6, 8, 18, 20
뺀드래미	[명사][방언]	NNG	00_00_00	맨드라미	8, 9, 18
뺑지돌	[명사][방언]	NNG	00_00_00	게으름쟁이	15, 16, 18
뻐치	[명사][방언]	NNG	00_00_00	키	8, 9, 18
뻔들니매	[명사][방언]	NNG	00_00_00	대머리	15, 16, 18
뻣다	[동사][방언]	VV	00_00_00	벗다	4, 6, 7, 14, 15, 16, 18, 20
뻬뚜칼	[명사][방언]	NNG	00_00_00	주머니칼	18
뻬로기	[명사][방언]	NNG	00_00_00	벼룩	11, 12, 18
뻿	[명사][방언]	NNG	00_00_00	볏	15, 16, 18
뼷기다	[동사][방언]	VV	00_00_00	벗기다	4, 15, 16, 18, 20
뽀꾹새	[명사][방언]	NNG	00_00_00	뻐꾹새	5, 18
뽀베	[명사][방언]	NNG	00_00_00	서랍	6, 7, 11, 12, 15, 18, 20
뽀뿌레나무	[명사][방언]	NNG	00_00_00	백양나무	8, 9, 18
뽀오디	[명사][방언]	NNG	00_00_00	오디	16, 18
뽁쥐	[명사][방언]	NNG	00_00_00	박쥐	8, 9, 18
뽐뽀리나무	[명사][방언]	NNG	00_00_00	백양나무	8, 9, 18
뽕아리	[명사][방언]	NNG	00_00_00	봉우리	8, 9, 18
뿌시라기	[명사][방언]	NNG	00_00_00	부스러기	8, 9, 18
삐덜기	[명사][방언]	NNG	00_00_00	비둘기	6, 7, 8, 9, 18, 20
삐비다	[동사][방언]	VV	00_00_00	비비다	15, 16, 18
삐추다	[동사][방언]	VV	00_00_00	비추다	6, 7, 16, 18, 20
삔찜	[명사][방언]	NNG	00_00_00	살쩍밀이	8, 9, 18
삥아리	[명사][방언]	NNG	00_00_00	병아리	4, 6, 7, 8, 9, 18, 20
사등뻬	[명사][방언]	NNG	00_00_00	등골뼈	15, 16, 18, 20
사리문	[명사][방언]	NNG	00_00_00	사립문	5, 6, 18
사마기	[명사][방언]	NNG	01_00_00	사마귀	6, 8, 10, 11, 16, 18
사모실	[명사][방언]	NNG	00_00_00	사무실	6, 7, 15, 16, 18, 20
사양꾼	[명사][방언]	NNG	00_00_00	사냥꾼	4, 6, 7, 8, 9, 15, 18, 20
사에	[명사][방언]	NNG	01_00_00	사회	16, 18
사을	[명사][방언]	NNG	00_00_00	사흘	4, 6, 7, 8, 9, 10, 11, 15, 16, 18, 20
사츠	[명사][방언]	NNG	00_00_00	새끼	16, 18
사토리	[명사][방언]	NNG	00_00_00	사투리	4, 6, 7, 8, 9, 10, 11, 12, 18
사헐	[명사][방언]	NNG	00_00_00	사흘	9, 11, 12, 18, 20
사헤	[명사][방언]	NNG	02_00_00	사회	11, 12, 13, 14, 18, 19
사훼	[명사][방언]	NNG	00_00_00	사회	10, 15, 16, 18
삮갈리다	[동사][방언]	VV	00_00_00	섞갈리다	4, 5, 6, 7, 11, 12, 13, 14, 15, 16, 18, 19, 20
산꼭디	[명사][방언]	NNG	00_00_00	산꼭대기	7, 16, 18
산내키	[명사][방언]	NNG	00_00_00	새끼	8, 9, 18
살겁댁	[명사][방언]	NNG	00_00_00	살가죽	8, 9, 18
살채기	[명사][방언]	NNG	01_00_00	샅	15, 16, 18
살타구니	[명사][방언]	NNG	00_00_00	사타구니	11, 12, 18
삼치물	[명사][방언]	NNG	00_00_00	샘물	15, 16, 18
새끼소가락	[명사][방언]	NNG	00_00_00	새끼손가락	15, 16, 18
새끼소과락	[명사][방언]	NNG	00_00_00	새끼손가락	16, 18
새끼손가랙	[명사][방언]	NNG	00_00_00	새끼손가락	16, 18
새끼손구락	[명사][방언]	NNG	00_00_00	새끼손가락	4, 5, 6, 8, 9, 11, 12, 13, 14, 18, 19
새닥	[명사][방언]	NNG	00_00_00	새댁	4, 5, 11, 12, 18
새닥다리	[명사][방언]	NNG	00_00_00	사닥다리	4, 5, 6, 7, 8, 9, 11, 13, 14, 16, 18, 19, 20
새댕귀	[명사][방언]	NNG	00_00_00	장구	18
새벅	[명사][방언]	NNG	00_00_00	새벽	4, 5, 6, 7, 8, 9, 11, 12, 18
새복	[명사][방언]	NNG	01_00_00	새벽	4, 5, 6, 7, 8, 9, 11, 12, 18, 20
새비젓	[명사][방언]	NNG	00_00_00	새우젓	6, 7, 8, 9, 11, 12, 15, 16, 18, 20
새빨거다	[형용사][방언]	VA	00_00_00	새빨갛다	8, 9, 14, 18, 19
새샥시	[명사][방언]	NNG	00_00_00	새색시	5, 8, 9, 11, 18
새원	[명사][방언]	NNG	00_00_00	시동생	15, 16, 18, 20
새월	[명사][방언]	NNG	00_00_00	세월	11, 12, 18, 20
새장기	[명사][방언]	NNG	00_00_00	장구	15, 16, 18, 20
새차다	[형용사][방언]	VA	00_00_00	세차다	15, 16, 18
새캄허다	[형용사][방언]	VA	00_00_00	새카맣다	8, 9, 18
새틀집	[명사][방언]	NNG	00_00_00	새장	11, 12, 18
샐열콩	[명사][방언]	NNG	00_00_00	강낭콩	16, 18
샛갓	[명사][방언]	NNG	00_00_00	삿갓	4, 5, 18
생가이	[명사][방언]	NNG	00_00_00	생강	16, 18
생구방아	[명사][방언]	NNG	00_00_00	디딜방아	5, 18
생쮜	[명사][방언]	NNG	00_00_00	생쥐	18
생키다	[동사][방언]	VV	00_00_00	삼키다	4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
샤랑	[명사][방언]	NNG	02_00_00	곳간	18
샤랑간	[명사][방언]	NNG	00_00_00	곳간	18
샵	[명사][방언]	NNG	00_00_00	시합	16, 18
샹건	[명사][방언]	NNG	00_00_00	굴건	18
샹뎜	[명사][방언]	NNG	00_00_00	상점	16, 18
서걸프다	[형용사][방언]	VA	00_00_00	서글프다	15, 16, 18
서그푸다	[형용사][방언]	VA	00_00_00	서글프다	5, 15, 16, 18, 20
서깨리	[명사][방언]	NNG	00_00_00	서까래	16, 18
서내다	[동사][방언]	VV	00_00_00	성내다	15, 16, 18
서디	[명사][방언]	NNG	00_00_00	간수	16, 18
서뜨하다	[형용사][방언]	VA	00_00_00	서먹하다	8, 9, 18
서리문	[명사][방언]	NNG	00_00_00	사립문	16, 18
서슥	[명사][방언]	NNG	00_00_00	조	9, 11, 12, 18
서슥쌀	[명사][방언]	NNG	00_00_00	좁쌀	11, 12, 18
서쪽새	[명사][방언]	NNG	00_00_00	소쩍새	4, 6, 7, 8, 14, 15, 16, 18, 19, 20
석헤	[명사][방언]	NNG	00_00_00	석회	7, 16, 18, 20
섞갈기다	[동사][방언]	VV	00_00_00	섞갈리다	16, 18
선새	[명사][방언]	NNG	00_00_00	선생	16, 18
섣달그뭄날	[명사][방언]	NNG	00_00_00	섣달그믐	6, 7, 8, 9, 13, 14, 15, 16, 18, 19
설싼	[명사][방언]	NNG	00_00_00	귀뚜라미	15, 16, 18, 20
설푸다	[형용사][방언]	VA	02_00_00	슬프다	6, 7, 8, 9, 18, 20
섬뜨레하다	[형용사][방언]	VA	00_00_00	서머하다	15, 16, 18
섯바닥	[명사][방언]	NNG	00_00_00	혓바닥	8, 9, 11, 12, 17, 18
성그다	[형용사][방언]	VA	00_00_00	성기다	7, 16, 18, 20
성내이	[명사][방언]	NNG	02_00_00	승냥이	7, 11, 12, 15, 18, 20
성벵	[명사][방언]	NNG	00_00_00	성병	4, 18
세간놀이	[명사][방언]	NNG	00_00_00	소꿉놀이	11, 12, 17, 18
세감지	[명사][방언]	NNG	00_00_00	소꿉질	16, 18
세겡	[명사][방언]	NNG	00_00_00	소경	16, 18
세너	[수관형사][방언]	MMN	00_00_00	서너	16, 18
세르	[명사][방언]	NNG	01_00_00	세로	15, 16, 18
세르	[부사][방언]	MAG	02_00_00	세로	15, 16, 18
세멘	[명사][방언]	NNG	00_00_00	시멘트	4, 6, 7, 11, 12, 13, 14, 15, 16, 18, 19, 20
세수펀	[명사][방언]	NNG	00_00_00	세숫대야	8, 9, 18
세숫대	[명사][방언]	NNG	00_00_00	세숫대야	4, 5, 6, 7, 8, 11, 12, 15, 16, 18
세숫비늘	[명사][방언]	NNG	00_00_00	세숫비누	15, 16, 18
세숫소래	[명사][방언]	NNG	00_00_00	세숫대야	13, 14, 15, 16, 17, 18, 19, 20
세츠네	[명사][방언]	NNG	00_00_00	송어	15, 16, 18
세치네	[명사][방언]	NNG	01_00_00	송어	15, 16, 18
섹게	[명사][방언]	NNG	00_00_00	석경	15, 16, 18
섹겨	[명사][방언]	NNG	00_00_00	석경	16, 18
섹경	[명사][방언]	NNG	00_00_00	석경	4, 5, 6, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20
섹고	[명사][방언]	NNG	00_00_00	석경	16, 18
섹유	[명사][방언]	NNG	00_00_00	석유	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
섹이	[명사][방언]	NNG	02_00_00	석유	4, 5, 11, 12, 15, 16, 18
셀기떡	[명사][방언]	NNG	02_00_00	시루떡	13, 14, 15, 16, 17, 18, 19, 20
셋대	[명사][방언]	NNG	03_00_00	쇠	16, 18
셍편	[명사][방언]	NNG	01_00_00	송편	7, 11, 12, 13, 14, 18, 19
셔른	[수사][관형사][방언]	NR	00_00_00	서른	14, 16, 18
셔배	[명사][방언]	NNG	00_00_00	서방	16, 18
셔울	[명사][방언]	NNG	00_00_00	서울	16, 18
셔지	[명사][방언]	NNG	00_00_00	간수	16, 18
셔풍	[명사][방언]	NNG	00_00_00	서풍	16, 18
셕탄	[명사][방언]	NNG	00_00_00	석탄	16, 18
션보리	[명사][방언]	NNG	00_00_00	봄보리	18
셮	[명사][방언]	NNG	00_00_00	섶	16, 18
소곰재	[명사][방언]	NNG	00_00_00	잠자리	15, 16, 18
소군거리다	[동사][방언]	VV	00_00_00	소곤거리다	15, 16, 18
소굼	[명사][방언]	NNG	02_00_00	소금	4, 6, 7, 8, 9, 11, 12, 18, 20
소근닥거리다	[동사][방언]	VV	00_00_00	소곤닥거리다	16, 18
소까락	[명사][방언]	NNG	01_00_00	손가락	15, 16, 18
소낙	[명사][방언]	NNG	00_00_00	우레	15, 16, 18
소두반	[명사][방언]	NNG	00_00_00	소댕	8, 9, 18
소롬	[명사][방언]	NNG	00_00_00	소름	5, 8, 9, 12, 18
소룸	[명사][방언]	NNG	00_00_00	소름	4, 5, 8, 9, 18
소리길	[명사][방언]	NNG	00_00_00	오솔길	5, 18
소버치	[명사][방언]	NNG	00_00_00	삼태기	11, 12, 18
소쉬하다	[동사][방언]	VV	00_00_00	세수하다	16, 18
소에	[명사][방언]	NNG	00_00_00	송어	15, 16, 18
소옷	[명사][방언]	NNG	00_00_00	솜옷	16, 18
소짝새	[명사][방언]	NNG	00_00_00	소쩍새	6, 7, 8, 9, 18
소쪽새	[명사][방언]	NNG	00_00_00	소쩍새	4, 5, 7, 8, 11, 12, 18
소캐옷	[명사][방언]	NNG	00_00_00	솜옷	6, 7, 13, 14, 15, 16, 18, 19, 20
소캐우티	[명사][방언]	NNG	00_00_00	솜옷	14, 16, 18
소캐저고리	[명사][방언]	NNG	00_00_00	솜저고리	11, 12, 18
소포리	[명사][방언]	NNG	00_00_00	쇠파리	6, 8, 9, 18
손검	[명사][방언]	NNG	00_00_00	손금	8, 9, 18
손고락	[명사][방언]	NNG	00_00_00	손가락	4, 6, 8, 9, 11, 12, 16, 18
손구래기	[명사][방언]	NNG	00_00_00	손가락	16, 18
손네	[명사][방언]	NNG	01_00_00	손녀	13, 14, 15, 16, 18, 19, 20
손덩	[명사][방언]	NNG	00_00_00	손등	11, 12, 18
손드	[명사][방언]	NNG	00_00_00	손등	16, 18
손망	[명사][방언]	NNG	00_00_00	맷돌	8, 9, 18
손모기	[명사][방언]	NNG	00_00_00	손목	18
손바댁	[명사][방언]	NNG	00_00_00	손바닥	7, 16, 18
손수권	[명사][방언]	NNG	00_00_00	손수건	10, 15, 16, 18
손주딸	[명사][방언]	NNG	00_00_00	손녀딸	5, 14, 18, 19
손지딸	[명사][방언]	NNG	00_00_00	손녀딸	8, 9, 18
솔낭구	[명사][방언]	NNG	00_00_00	소나무	4, 5, 6, 8, 13, 15, 18
솔낭기	[명사][방언]	NNG	00_00_00	소나무	4, 15, 16, 18
솔냉기	[명사][방언]	NNG	00_00_00	소나무	15, 16, 18
솔바우리	[명사][방언]	NNG	00_00_00	솔방울	18
솔쎄미	[명사][방언]	NNG	00_00_00	소름	16, 18
솜눈	[명사][방언]	NNG	00_00_00	함박눈	8, 16, 17, 18
송고시	[명사][방언]	NNG	00_00_00	송곳	5, 18
송에	[명사][방언]	NNG	02_00_00	송어	6, 7, 15, 16, 18, 20
송징이버거리	[명사][방언]	NNG	00_00_00	부나비	11, 12, 18
쇄다	[동사][방언]	VV	01_00_00	쇠다	4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20
쇄다	[동사][방언]	VV	02_00_00	쉬다	8, 9, 18
쇄닥다리	[명사][방언]	NNG	00_00_00	사닥다리	11, 12, 18
쇄시하다	[동사][방언]	VV	00_00_00	세수하다	14, 16, 18, 19
쇄앵지	[명사][방언]	NNG	00_00_00	행주	18
쇄줄	[명사][방언]	NNG	00_00_00	쇠줄	6, 7, 13, 14, 15, 16, 18, 19, 20
쇠겅	[명사][방언]	NNG	00_00_00	소경	15, 16, 18
쇠손판	[명사][방언]	NNG	00_00_00	흙손	8, 9, 18
쇠주	[명사][방언]	NNG	00_00_00	소주	4, 5, 6, 8, 9, 11, 12, 13, 15, 17, 18
쇠포리	[명사][방언]	NNG	00_00_00	쇠파리	8, 9, 18
쇡우	[명사][방언]	NNG	00_00_00	석유	8, 9, 18
쇵이	[명사][방언]	NNG	02_00_00	송이	6, 7, 8, 9, 18
수구리다	[동사][방언]	VV	00_00_00	수그리다	6, 8, 11, 12, 18
수누놓다	[동사][방언]	VV	00_00_00	수놓다	16, 18
수느놓다	[동사][방언]	VV	00_00_00	수놓다	15, 16, 18
수더기	[명사][방언]	NNG	00_00_00	술	16, 18
수더럭허다	[형용사][방언]	VA	00_00_00	수두룩하다	8, 9, 18
수데기	[명사][방언]	NNG	00_00_00	술	15, 16, 18
수두가다	[형용사][방언]	VA	00_00_00	수두룩하다	16, 18
수두루가다	[형용사][방언]	VA	00_00_00	수두룩하다	15, 16, 18
수뒤가다	[형용사][방언]	VA	00_00_00	수두룩하다	15, 16, 18
수디가다	[형용사][방언]	VA	00_00_00	수두룩하다	15, 16, 18
수리탄	[명사][방언]	NNG	00_00_00	수류탄	4, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20
수수꺼끼	[명사][방언]	NNG	00_00_00	수수께끼	4, 7, 8, 13, 14, 15, 16, 18, 19, 20
수수로	[명사][방언]	NNG	00_00_00	스스로	8, 9, 13, 14, 16, 18, 19
수시미	[명사][방언]	NNG	00_00_00	수세미	8, 9, 11, 12, 18
수커	[명사][방언]	NNG	00_00_00	수컷	6, 7, 11, 12, 13, 14, 15, 16, 18, 19, 20
수퀘	[명사][방언]	NNG	00_00_00	수컷	15, 16, 18
숙개구멍	[명사][방언]	NNG	00_00_00	진펄	16, 18
숙지판	[명사][방언]	NNG	00_00_00	진펄	11, 12, 18
순구녁	[명사][방언]	NNG	00_00_00	숨구멍	11, 12, 18
순슈권	[명사][방언]	NNG	00_00_00	손수건	16, 18
술둑	[명사][방언]	NNG	00_00_00	숫돌	8, 9, 11, 18
술뚜구리	[명사][방언]	NNG	00_00_00	술	16, 18
술주정배이	[명사][방언]	NNG	00_00_00	술주정뱅이	6, 7, 8, 9, 18, 20
숨꾸내기	[명사][방언]	NNG	00_00_00	숨바꼭질	6, 7, 8, 9, 18, 20
숨킬내기	[명사][방언]	NNG	00_00_00	숨바꼭질	4, 15, 16, 17, 18
숫궁구	[명사][방언]	NNG	00_00_00	숫구멍	15, 16, 18
숫궁기	[명사][방언]	NNG	00_00_00	숫구멍	11, 12, 15, 16, 18, 20
숫둘	[명사][방언]	NNG	00_00_00	숫돌	6, 7, 8, 11, 12, 14, 15, 16, 18, 19, 20
숭개	[명사][방언]	NNG	00_00_00	흉터	8, 9, 18
숭겁다	[형용사][방언]	VA	00_00_00	싱겁다	4, 9, 13, 14, 15, 16, 18, 19
숭구다	[동사][방언]	VV	00_00_00	심다	4, 6, 7, 8, 9, 12, 15, 16, 18, 20
숭끼장난	[명사][방언]	NNG	00_00_00	숨바꼭질	11, 12, 18
숭넝	[명사][방언]	NNG	00_00_00	숭늉	6, 8, 9, 13, 18
숭누	[명사][방언]	NNG	00_00_00	숭늉	14, 15, 16, 18, 19
숭느	[명사][방언]	NNG	00_00_00	숭늉	15, 16, 18
숭니	[명사][방언]	NNG	00_00_00	숭늉	16, 18
숭닌	[명사][방언]	NNG	00_00_00	숭늉	11, 12, 18
숭다	[동사][방언]	VV	00_00_00	심다	8, 9, 18
숭양	[명사][방언]	NNG	00_00_00	숭늉	7, 8, 9, 18
숭에	[명사][방언]	NNG	00_00_00	숭어	4, 8, 9, 10, 13, 14, 15, 18, 19
숭터	[명사][방언]	NNG	00_00_00	흉터	6, 7, 8, 9, 11, 12, 18, 20
쉐겅	[명사][방언]	NNG	00_00_00	소경	15, 16, 18
쉐겡	[명사][방언]	NNG	00_00_00	소경	15, 16, 18
쉐다	[동사][방언]	VV	01_00_00	쇠다	5, 6, 8, 11, 12, 15, 16, 18
쉐다	[동사][방언]	VV	02_00_00	쉬다	14, 16, 18, 19
쉐버치	[명사][방언]	NNG	00_00_00	삼태기	16, 18
